"id_all";"T0020_nFK";"T2040_nFK";"T4060_nFK";"tage_seit_aussaat";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"windgeschwindigkeit_m_s";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"ibi";"irmi";"wasser_input"
9;103.49;96.01;94.56;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.3;11.2;0
9;100.61;96.79;94.5;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.42761538461538;11.6660384615385;0
9;98.35;96.75;94.37;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.55523076923077;12.1320769230769;0
9;96.31;96.7;94.27;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.68284615384615;12.5981153846154;0
9;93.75;96.44;94.19;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.81046153846154;13.0641538461538;5.45
9;93.65;95.46;93.95;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;1.93807692307692;13.5301923076923;1.6
9;95.01;95.22;93.8;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.06569230769231;13.9962307692308;3.7
9;97.97;94.71;93.58;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.19330769230769;14.4622692307692;0
9;96.3;95.06;93.51;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.32092307692308;14.9283076923077;0
9;91.66;94.87;93.44;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.44853846153846;15.3943461538462;0
9;84.63;93.82;93.43;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.57615384615385;15.8603846153846;7.2
9;90.3;93.17;93.28;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.70376923076923;16.3264230769231;4
9;102.57;92.3;93.12;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;2.83138461538462;16.7924615384615;0
9;94.58;91.4;93.01;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.95;17.09625;0
10;103.36;97.63;96.07;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.33;11.15;0
10;101.73;97.68;96.04;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.45680769230769;11.6176538461538;0
10;100.06;97.75;95.78;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.58361538461538;12.0853076923077;0
10;98.59;97.75;95.72;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.71042307692308;12.5529615384615;0
10;96.22;97.4;95.63;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.83723076923077;13.0206153846154;5.43
10;93.96;96.8;95.48;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;1.96403846153846;13.4882692307692;1.6
10;93.68;96.4;95.36;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.09084615384615;13.9559230769231;3.7
10;94.65;95.94;95.03;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.21765384615385;14.4235769230769;0
10;94.66;95.83;95.12;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.34446153846154;14.8912307692308;0
10;91.52;95.67;94.89;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.47126923076923;15.3588846153846;0
10;84.73;94.84;94.86;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.59807692307692;15.8265384615385;7.2
10;84.5;93.84;94.7;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.72488461538462;16.2941923076923;4
10;92.07;93.03;94.53;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;2.85169230769231;16.7618461538462;0
10;86.88;92.31;94.54;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;2.97375;17.0775;0
11;102.08;92.66;90.2;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.43;11.37;0
11;100.32;93.39;90.15;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.56488461538462;11.8723846153846;0
11;98.6;93.76;90.07;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.69976923076923;12.3747692307692;0
11;97.04;93.67;89.98;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.83465384615385;12.8771538461538;0
11;95.21;93.31;89.92;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.96953846153846;13.3795384615385;5.43
11;94.2;92.66;89.78;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;2.10442307692308;13.8819230769231;1.6
11;93.96;92.18;89.72;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.23930769230769;14.3843076923077;3.7
11;95.31;91.92;89.64;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.37419230769231;14.8866923076923;0
11;95.29;91.82;89.55;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.50907692307692;15.3890769230769;0
11;93.02;91.78;89.56;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.64396153846154;15.8914615384615;0
11;86.93;90.85;89.54;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.77884615384615;16.3938461538462;7.2
11;85.8;89.7;89.4;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.91373076923077;16.8962307692308;4
11;93.59;89.17;89.32;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;3.04861538461538;17.3986153846154;0
11;89.01;88.49;89.25;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.1475;17.65625;0
12;102.27;99.1;96;25;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;0.89;14.52;0;205.36;128.58;118583.68;24;345.58;169.31;20;30;50;1.2;1.25;10.8;0
12;100.12;100.15;95.96;26;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;1.44;14.57;14.57;215.38;138.59;122617.35;24;360.15;183.88;20;30;50;1.2;1.39619230769231;11.325;0
12;98.28;100.27;95.9;27;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;2.7;14.63;14.63;224.65;147.86;128224.6;24;374.78;198.51;20;30;50;1.2;1.54238461538462;11.85;0
12;96.41;99.76;95.94;28;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;1.1;14.68;0;232.99;147.86;132956.92;24;389.46;198.51;20;30;50;1.2;1.68857692307692;12.375;0
12;93.85;98.73;96.03;29;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;2.94;14.73;14.73;242.78;157.65;135150.22;24.1;404.19;213.24;20;30;50;1.2;1.83476923076923;12.9;5.78
12;92.67;97.38;95.8;30;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;2.23;14.79;0;250.09;157.65;139300.1;25.7;418.98;213.24;20;30;50;1.2;1.98096153846154;13.425;1.6
12;93.48;96.8;95.7;31;6.86;0;2;11.9;81.79;57;93.5;2475.72;1.11;14.84;0;256.94;157.65;141775.83;29.4;433.82;213.24;20;30;50;1.2;2.12715384615385;13.95;3.7
12;95.4;96.79;95.51;32;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;1.96;14.89;0;265.29;157.65;147630.98;29.4;448.71;213.24;20;30;50;1.2;2.27334615384615;14.475;0
12;94.89;96.94;95.56;33;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;1.12;14.94;14.94;275.58;167.94;152864.88;29.4;463.65;228.18;20;30;50;1.2;2.41953846153846;15;0
12;90.78;96.3;95.68;34;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;1.38;14.99;14.99;293.87;186.24;159566.05;29.4;478.64;243.17;20;30;50;1.2;2.56573076923077;15.525;0
12;83.75;94.29;95.69;35;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;1.21;15.04;15.04;310.21;202.57;161081.62;36.6;493.68;258.21;20;30;50;1.2;2.71192307692308;16.05;7.2
12;85.78;92.44;95.62;36;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;0.67;15.09;15.09;323.76;216.12;162628.65;40.6;508.77;273.3;20;30;50;1.2;2.85811538461538;16.575;4
12;96.44;93.02;95.4;37;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;1.27;15.14;15.14;337.92;230.28;167158.17;40.6;523.91;288.44;20;30;50;1.2;3.00430769230769;17.1;0
12;90.91;92.69;95.34;38;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;1.12;15.19;15.19;350.79;243.16;172908.83;40.6;539.1;303.63;20;30;50;1.2;3.11375;17.41125;0
13;100.94;107.37;111.06;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.61;16.89;1.1
13;96.36;105.44;109.11;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.71140350877193;17.3075438596491;7.5
13;96.87;103.69;107.49;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.81280701754386;17.7250877192982;0.1
13;91.98;102.74;106.19;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.91421052631579;18.1426315789474;0.7
13;98.08;101.55;104.88;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.04263157894737;18.2938596491228;14.6
13;121.79;108.7;104.25;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.18578947368421;18.2998245614035;3.9
13;119.13;119.74;108.23;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.32894736842105;18.3057894736842;1.4
13;115.16;113.36;111.83;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.44381578947368;18.4047368421053;5.2
13;106.36;109.41;111.19;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.49078947368421;18.7268421052632;0
13;95.73;105.22;109.13;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.53776315789474;19.0489473684211;0
13;80.84;101.13;106.85;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.58473684210526;19.3710526315789;0
13;67.74;97.1;104.73;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.63171052631579;19.6931578947368;4.42
13;60.26;92.61;102.78;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.67684210526316;20.0889473684211;0
13;55.67;86.47;101.19;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.72157894736842;20.5005263157895;27.9
14;99.18;109.08;105.13;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.59;16.6;1.1
14;94.55;106.75;103.62;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.70929824561403;17.2054385964912;7.5
14;95.59;104.69;102.72;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.82859649122807;17.8108771929825;0.1
14;91.12;103.17;101.96;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.94789473684211;18.4163157894737;0.7
14;99.11;101.51;101;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.0980701754386;18.6975438596491;14.6
14;116.77;106.55;100.4;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.26508771929825;18.8019298245614;3.9
14;114.92;118.93;101.15;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.43210526315789;18.9063157894737;1.4
14;111.44;114.83;102.39;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.55131578947368;19.0293421052632;5.2
14;104.52;111.26;102.34;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.55578947368421;19.1971052631579;0
14;96.61;106.73;101.68;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.56026315789474;19.3648684210526;0
14;85.4;102.7;100.67;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.56473684210526;19.5326315789474;0
14;72.91;99.67;99.8;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.56921052631579;19.7003947368421;4.8
14;63.76;97.08;99.01;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.6240350877193;19.9977192982456;0
14;57.1;94.22;98;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.68964912280702;20.3228070175439;27.68
15;103.59;110.54;109.92;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.8;17.11;1.1
15;100.13;107.89;107.8;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.83877192982456;17.5305263157895;7.5
15;100.01;106.2;106.85;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.87754385964912;17.9510526315789;0.1
15;96.8;105.2;106.02;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.91631578947368;18.3715789473684;0.7
15;102.22;103.93;104.76;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.0419298245614;18.5663157894737;14.6
15;126.42;114.8;104.13;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.21491228070175;18.6378947368421;3.9
15;123.96;130.71;105.46;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.3878947368421;18.7094736842105;1.4
15;118.04;121.07;107.31;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.52052631578947;18.8389473684211;5.2
15;109.89;115.54;107.33;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.55631578947368;19.1073684210526;0
15;100.11;109.79;106.14;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.5921052631579;19.3757894736842;0
15;88.45;103.93;104.61;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.6278947368421;19.6442105263158;0
15;75.49;98.03;103.34;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.66368421052632;19.9126315789474;4.74
15;64.69;91.37;102.14;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.71421052631579;20.2940350877193;0
15;57.77;83.68;100.87;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.7678947368421;20.699649122807;28.08
16;99.87;110.76;114.2;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.34;15.97;1.1
16;95.09;108.93;112.69;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.53982456140351;16.7782456140351;7.5
16;96.86;107.38;111.45;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.73964912280702;17.5864912280702;0.1
16;89.88;105.85;110.76;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.93947368421053;18.3947368421053;0.7
16;99.07;104.15;109.54;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.02157894736842;18.5024561403509;14.6
16;123.51;112.68;109.32;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.03947368421053;18.2280701754386;3.9
16;118.75;123.26;114.68;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.05736842105263;17.9536842105263;1.4
16;114.12;116.77;117.12;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.08973684210526;17.8830263157895;5.2
16;104.63;112.71;116.43;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.15684210526316;18.3013157894737;0
16;89.93;108.32;113.7;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.22394736842105;18.7196052631579;0
16;70.39;103.31;111.59;36;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;1.63;15.67;15.67;732;726.48;185634.12;104.5;578.51;578.51;20;30;50;1.2;3.29105263157895;19.1378947368421;0
16;59.61;98.94;109.76;37;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;0.93;15.63;15.63;751.25;745.73;192666.4;104.5;594.14;594.14;20;30;50;1.2;3.35815789473684;19.5561842105263;4.53
16;55.06;94.74;107.94;38;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;1.05;15.59;15.59;770.66;765.14;200338.4;104.5;609.73;609.73;20;30;50;1.2;3.44614035087719;19.8977192982456;0
16;53.32;90.45;106.43;39;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;0.9;15.55;15.55;790.7;785.18;207285.33;104.5;625.28;625.28;20;30;50;1.2;3.53859649122807;20.2228070175439;27.9
17;103.33;111.49;106.41;26;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;1.08;15.99;15.99;535.06;529.54;137390.85;71.1;420.27;420.27;20;30;50;1.2;2.63;16.89;1.1
17;98.5;107.32;104.39;27;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;0.89;15.96;15.96;554.49;548.97;143633.3;78.6;436.23;436.23;20;30;50;1.2;2.72245614035088;17.4208771929825;7.5
17;96.17;104.05;103.26;28;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;0.66;15.94;15.94;573.54;568.02;148443.9;78.7;452.17;452.17;20;30;50;1.2;2.81491228070175;17.9517543859649;0.1
17;91.02;101.19;102.48;29;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;0.87;15.91;15.91;593.7;588.18;152989.35;79.4;468.08;468.08;20;30;50;1.2;2.90736842105263;18.4826315789474;0.7
17;95.97;98.65;101.57;30;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;0.85;15.88;15.88;612.36;606.84;154353.25;94;483.96;483.96;20;30;50;1.2;3.04614035087719;18.6912280701754;14.6
17;121.19;106.63;100.82;31;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;0.9;15.84;15.84;629.19;623.67;155306.05;97.9;499.8;499.8;20;30;50;1.2;3.21017543859649;18.7240350877193;3.9
17;120.06;120.87;100.63;32;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;0.79;15.81;15.81;648.64;643.12;160275.83;99.3;515.61;515.61;20;30;50;1.2;3.37421052631579;18.7568421052632;1.4
17;115.99;116.33;101.5;33;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;2.27;15.78;15.78;667.82;662.3;165584.45;104.5;531.39;531.39;20;30;50;1.2;3.50118421052632;18.8464473684211;5.2
17;106.9;109.27;101.94;34;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;1.74;15.74;15.74;688.25;682.73;171114.7;104.5;547.13;547.13;20;30;50;1.2;3.53921052631579;19.0723684210526;0
17;91.76;98.4;101.39;35;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;1.7;15.71;15.71;710.77;705.25;178968.15;104.5;562.84;562.84;20;30;50;1.2;3.57723684210526;19.2982894736842;0
