wetter_id;satz_id;datum_wetter;Tmean_gradC;Tmean_th9_25_gradC;Tmin_gradC;Tmax_gradC;relLuftfeuchte_mean_prozent;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;globalstrahlung_Wh_m2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;FAO56_mm;tageslicht_h;tageslicht_h_th9;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;niederschlag_mm_sum;FAO56_mm_sum;tageslicht_h_sum;tageslicht_h_th9_sum
149;3;2021-05-13;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;687.45;0;1.12;3.1;15.19;15.19;350.79;243.16;172908.83;40.6;91.7;539.1;303.63
150;3;2021-05-14;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;645.95;0.3;1.02;3;15.24;15.24;363.84;256.21;178337.22;40.9;94.7;554.34;318.87
151;3;2021-05-15;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;397.35;2;1.54;2.1;15.28;15.28;375.74;268.1;181526.42;42.9;96.8;569.62;334.15
152;3;2021-05-16;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;584.45;6.6;1.35;2.6;15.33;15.33;387.43;279.79;186328.6;49.5;99.4;584.95;349.48
153;3;2021-05-17;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;464.98;4.7;1.57;2.2;15.37;15.37;399.36;291.72;190126.45;54.2;101.6;600.32;364.85
154;3;2021-05-18;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;544.52;0.8;1.55;2.5;15.42;15.42;411.03;303.39;194616.42;55;104.1;615.74;380.27
155;3;2021-05-19;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;686.92;1.5;1.43;3;15.46;15.46;422.78;315.14;200448.85;56.5;107.1;631.2;395.73
156;3;2021-05-20;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;528.7;0;1.01;2.6;15.5;15.5;435.96;328.32;204784.2;56.5;109.7;646.7;411.23
157;3;2021-05-21;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;618.18;2.7;2.06;3.3;15.54;15.54;449.83;342.2;210047.7;59.2;113;662.24;426.77
158;3;2021-05-22;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;564.5;1.2;2.47;2.9;15.59;15.59;462.06;354.42;214762.83;60.4;115.9;677.83;442.36
159;3;2021-05-23;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;584.38;0;1.86;3;15.62;15.62;474.26;366.62;219660.88;60.4;118.9;693.45;457.98
160;3;2021-05-24;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;590.9;1.5;1.3;2.8;15.66;15.66;486.12;378.48;224559.33;61.9;121.7;709.11;473.64
161;3;2021-05-25;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;322.22;2.2;2.26;1.9;15.7;15.7;496.43;388.8;227062.25;64.1;123.6;724.81;489.34
162;3;2021-05-26;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;365.7;5.3;1.31;1.7;15.74;15.74;507.11;399.47;229938.65;69.4;125.3;740.55;505.08
163;3;2021-05-27;11.41;11.41;5.9;15.8;78.13;61.6;94.2;3390.82;431.38;0.2;1.85;2.1;15.77;15.77;518.52;410.89;233329.48;69.6;127.4;756.32;520.85
164;3;2021-05-28;13.67;13.67;8.1;18.8;66.46;41.1;91.5;5274.55;623.72;0;1.11;3.1;15.81;15.81;532.19;424.55;238604.02;69.6;130.5;772.13;536.66
165;3;2021-05-29;15.16;15.16;6.7;21.4;59.29;38.1;88.5;6215.02;737.52;0;1.15;3.7;15.84;15.84;547.35;439.71;244819.05;69.6;134.2;787.97;552.5
166;3;2021-05-30;15.72;15.72;7.4;22;58.36;36.1;87.4;8206.27;951.08;0;1.51;4.7;15.87;15.87;563.07;455.44;253025.33;69.6;138.9;803.84;568.37
167;3;2021-05-31;16.37;16.37;7.3;23.3;55.66;34.1;87.2;8368.9;956.65;0;1.32;4.8;15.9;15.9;579.44;471.8;261394.22;69.6;143.7;819.74;584.27
168;4;2021-06-14;20.14;20.14;9.8;28;58.01;34.4;89.7;8506.52;982.3;0;1.01;5.3;16.19;16.19;20.14;20.14;8506.52;0;5.3;16.19;16.19
169;4;2021-06-15;22.74;22.74;12.2;30.9;61.41;38;92.5;7198.75;842.5;0;0.88;5;16.2;16.2;42.88;42.88;15705.27;0;10.3;32.39;32.39
170;4;2021-06-16;24.49;24.49;16.1;32.8;62.07;36.4;91.2;7875.6;917.88;0;1.01;5.7;16.21;16.21;67.37;67.37;23580.88;0;16;48.6;48.6
171;4;2021-06-17;25.98;25;15.8;33.7;61.75;41.2;88.5;7664.95;889.55;0;0.94;5.6;16.22;16.22;93.35;92.37;31245.82;0;21.6;64.82;64.82
172;4;2021-06-18;27.32;25;18.1;34.2;60.77;40.7;91.2;6581.27;758.22;0;0.78;5.1;16.22;16.22;120.67;117.37;37827.1;0;26.7;81.04;81.04
173;4;2021-06-19;26.93;25;18.4;33;58.75;40.4;87.5;7668.85;906.25;0;0.99;5.7;16.23;16.23;147.6;142.37;45495.95;0;32.4;97.27;97.27
174;4;2021-06-20;25.29;25;19.5;29.2;62.1;45.5;90.4;6055.88;734.58;2.8;1.39;4.8;16.23;16.23;172.89;167.37;51551.82;2.8;37.2;113.5;113.5
175;4;2021-06-21;21.07;21.07;17.2;26.5;71.88;51;92.8;5861;701.48;0.1;2.11;4.3;16.23;16.23;193.96;188.44;57412.82;2.9;41.5;129.73;129.73
176;4;2021-06-22;16.67;16.67;13.8;18.8;83.7;71.7;90.6;2196;300.98;4.1;1.23;1.8;16.23;16.23;210.63;205.11;59608.82;7;43.3;145.96;145.96
177;4;2021-06-23;20.05;20.05;15.2;25.8;73.68;54.1;90.7;6233.75;758.6;0.2;1.54;4.2;16.23;16.23;230.68;225.15;65842.57;7.2;47.5;162.19;162.19
178;4;2021-06-24;17.58;17.58;16;19.1;87.44;80;93.2;1631.1;233.65;16.1;0.83;1.4;16.22;16.22;248.26;242.74;67473.68;23.3;48.9;178.41;178.41
179;4;2021-06-25;18.54;18.54;13.5;23.5;74.13;51.8;90.8;4385.75;538.55;0.8;0.97;3;16.22;16.22;266.8;261.28;71859.43;24.1;51.9;194.63;194.63
180;4;2021-06-26;19.89;19.89;12.4;26.6;66.99;42.4;94;7765.15;910.28;0;0.73;4.8;16.21;16.21;286.7;281.18;79624.57;24.1;56.7;210.84;210.84
181;4;2021-06-27;21.91;21.91;14.9;27.7;68.77;47.8;92.4;5073.55;620.98;0;1;3.7;16.2;16.2;308.61;303.08;84698.12;24.1;60.4;227.04;227.04
182;4;2021-06-28;23.21;23.21;16.3;29.8;68.74;41.8;92.6;6556.92;781.12;0;0.89;4.6;16.19;16.19;331.82;326.29;91255.05;24.1;65;243.23;243.23
183;4;2021-06-29;19.47;19.47;14;26.4;80.89;53.8;95.3;4230.18;524.12;9.6;0.9;3;16.18;16.18;351.29;345.77;95485.23;33.7;68;259.41;259.41
184;4;2021-06-30;16.28;16.28;13.2;20.3;83.93;64.1;95;2647;352.42;2.9;1.01;1.9;16.17;16.17;367.57;362.05;98132.23;36.6;69.9;275.58;275.58
185;4;2021-07-01;16.37;16.37;14.5;19.1;75.3;59.3;92.7;2604.88;349;0.1;1.14;2.1;16.15;16.15;383.94;378.42;100737.1;36.7;72;291.73;291.73
186;4;2021-07-02;18.78;18.78;11.9;25.2;68.03;45.3;92.5;6306.88;739.15;0;0.99;4;16.14;16.14;402.72;397.2;107043.98;36.7;76;307.87;307.87
187;4;2021-07-03;20.86;20.86;12.2;28.2;66.11;40.6;94.2;7238.3;857.95;0;0.67;4.7;16.12;16.12;423.58;418.06;114282.27;36.7;80.7;323.99;323.99
188;4;2021-07-04;19.16;19.16;14.8;24.7;80.56;57.4;94.8;3916.07;480.15;22.3;0.62;2.7;16.1;16.1;442.74;437.22;118198.35;59;83.4;340.09;340.09
189;4;2021-07-05;18.22;18.22;14.1;22.5;86.9;73.3;95.2;3315.18;431.7;3.9;0.65;2.3;16.08;16.08;460.96;455.44;121513.52;62.9;85.7;356.17;356.17
190;4;2021-07-06;17.86;17.86;14.7;20.9;85.17;66;96.8;2211.55;300.15;6.9;0.84;1.8;16.06;16.06;478.82;473.3;123725.07;69.8;87.5;372.23;372.23
191;4;2021-07-07;19.32;19.32;14;25.4;72.38;47;93.4;6424.4;771.28;0;0.87;4.1;16.04;16.04;498.14;492.62;130149.48;69.8;91.6;388.27;388.27
192;4;2021-07-08;18.09;18.09;13.6;22.9;79.84;66.7;94;3566.22;461.2;0.2;1.03;2.5;16.01;16.01;516.23;510.71;133715.7;70;94.1;404.28;404.28
193;4;2021-07-09;18.83;18.83;14.2;22.8;77.21;63.1;90.5;3675.15;462.1;1.1;1.08;2.7;15.99;15.99;535.06;529.54;137390.85;71.1;96.8;420.27;420.27
194;4;2021-07-10;19.42;19.42;12.3;26.1;74.85;47.5;95.9;6242.45;740.42;7.5;0.89;4;15.96;15.96;554.49;548.97;143633.3;78.6;100.8;436.23;436.23
195;4;2021-07-11;19.05;19.05;15;24.7;78.22;52.8;95.3;4810.6;590.48;0.1;0.66;3.2;15.94;15.94;573.54;568.02;148443.9;78.7;104;452.17;452.17
196;4;2021-07-12;20.16;20.16;13.2;26.2;75.66;54.4;96.2;4545.45;558.2;0.7;0.87;3.2;15.91;15.91;593.7;588.18;152989.35;79.4;107.2;468.08;468.08
197;4;2021-07-13;18.66;18.66;16.2;21.2;92.1;85;96.2;1363.9;201.95;14.6;0.85;1.2;15.88;15.88;612.36;606.84;154353.25;94;108.4;483.96;483.96
198;4;2021-07-14;16.83;16.83;15.1;18.4;90.05;82;94.9;952.8;146.05;3.9;0.9;1.1;15.84;15.84;629.19;623.67;155306.05;97.9;109.5;499.8;499.8
199;4;2021-07-15;19.45;19.45;16;24.9;81.01;57.7;96.1;4969.77;613.92;1.4;0.79;3.3;15.81;15.81;648.64;643.12;160275.83;99.3;112.8;515.61;515.61
200;4;2021-07-16;19.18;19.18;15.9;22.3;84.36;71.6;95.4;5308.62;648.45;5.2;2.27;3.3;15.78;15.78;667.82;662.3;165584.45;104.5;116.1;531.39;531.39
201;4;2021-07-17;20.43;20.43;15.7;25.9;78.54;63.7;91.8;5530.25;667.3;0;1.74;3.7;15.74;15.74;688.25;682.73;171114.7;104.5;119.8;547.13;547.13
202;4;2021-07-18;22.52;22.52;15.1;29;66;47.5;90.9;7853.45;906.9;0;1.7;5.4;15.71;15.71;710.77;705.25;178968.15;104.5;125.2;562.84;562.84
203;4;2021-07-19;21.23;21.23;15.8;26.3;66.47;49.1;87.7;6665.98;783.82;0;1.63;4.6;15.67;15.67;732;726.48;185634.12;104.5;129.8;578.51;578.51
204;4;2021-07-20;19.24;19.24;11.7;26.2;67.56;44.4;93.8;7032.27;790.78;0;0.93;4.4;15.63;15.63;751.25;745.73;192666.4;104.5;134.2;594.14;594.14
205;4;2021-07-21;19.41;19.41;11.4;26.4;63.6;41.8;90.2;7672;880.42;0;1.05;4.7;15.59;15.59;770.66;765.14;200338.4;104.5;138.9;609.73;609.73
206;4;2021-07-22;20.04;20.04;12.1;27.2;66.19;44.2;92;6946.92;792;0;0.9;4.4;15.55;15.55;790.7;785.18;207285.33;104.5;143.3;625.28;625.28
207;4;2021-07-23;20.99;20.99;12.5;28.2;65.23;40.6;94.3;7572.23;849.65;0;0.91;4.8;15.51;15.51;811.69;806.17;214857.55;104.5;148.1;640.79;640.79
208;4;2021-07-24;19.36;19.36;14.2;24.1;80.17;62.6;94.4;3775.52;460.02;6;0.75;2.6;15.47;15.47;831.05;825.52;218633.08;110.5;150.7;656.26;656.26
209;4;2021-07-25;20.69;20.69;15.4;28.6;78.72;43.7;96.2;6581.35;778.9;3.7;0.75;4.2;15.43;15.43;851.74;846.22;225214.42;114.2;154.9;671.69;671.69
210;4;2021-07-26;21.11;21.11;14.7;27.6;73.62;46.7;96.7;6709.98;791.38;0.3;0.91;4.3;15.38;15.38;872.85;867.33;231924.4;114.5;159.2;687.07;687.07
211;4;2021-07-27;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;537.95;1.4;0.88;3;15.34;15.34;892.19;886.67;236256.78;115.9;162.2;702.41;702.41
212;4;2021-07-28;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;537.8;0.1;1.14;3;15.3;15.3;911.3;905.78;240660.25;116;165.2;717.71;717.71
213;4;2021-07-29;19.06;19.06;14.5;23.4;66.66;46;88.6;5903.58;697.45;0;1.44;3.9;15.25;15.25;930.37;924.85;246563.83;116;169.1;732.96;732.96
214;4;2021-07-30;19.87;19.87;10.7;27.1;65.76;43.7;93.8;7006;824.02;0;1.09;4.4;15.2;15.2;950.24;944.71;253569.83;116;173.5;748.16;748.16
215;4;2021-07-31;18.8;18.8;11.9;24.3;63.95;43.6;89.8;5908.35;687.6;0;1.48;3.9;15.16;15.16;969.03;963.51;259478.17;116;177.4;763.32;763.32
216;4;2021-08-01;18.92;18.92;13.9;24.5;65.77;44.1;88.5;5844.8;681.48;0;1.19;3.8;15.11;15.11;987.96;982.43;265322.98;116;181.2;778.43;778.43
217;5;2021-07-27;19.34;19.34;14.7;25.7;78.37;54.9;94.2;4332.38;537.95;1.4;0.88;3;15.34;15.34;19.34;19.34;4332.38;1.4;3;15.34;15.34
218;5;2021-07-28;19.11;19.11;13.4;25.2;77.19;54;95.9;4403.48;537.8;0.1;1.14;3;15.3;15.3;38.45;38.45;8735.85;1.5;6;30.64;30.64
219;5;2021-07-29;19.06;19.06;14.5;23.4;66.66;46;88.6;5903.58;697.45;0;1.44;3.9;15.25;15.25;57.51;57.51;14639.42;1.5;9.9;45.89;45.89
220;5;2021-07-30;19.87;19.87;10.7;27.1;65.76;43.7;93.8;7006;824.02;0;1.09;4.4;15.2;15.2;77.38;77.38;21645.42;1.5;14.3;61.09;61.09
221;5;2021-07-31;18.8;18.8;11.9;24.3;63.95;43.6;89.8;5908.35;687.6;0;1.48;3.9;15.16;15.16;96.18;96.18;27553.78;1.5;18.2;76.25;76.25
222;5;2021-08-01;18.92;18.92;13.9;24.5;65.77;44.1;88.5;5844.8;681.48;0;1.19;3.8;15.11;15.11;115.1;115.1;33398.57;1.5;22;91.36;91.36
223;5;2021-08-02;16.94;16.94;12;23.8;78.47;47.6;94.1;4888.35;584.62;3.5;0.78;3;15.06;15.06;132.05;132.05;38286.93;5;25;106.42;106.42
224;5;2021-08-03;16.13;16.13;13.4;22.4;86.49;57;95.3;3164.72;400.88;6;0.8;2.1;15.01;15.01;148.18;148.18;41451.65;11;27.1;121.43;121.43
225;5;2021-08-04;17.12;17.12;12.8;21.9;80.68;58.6;96.5;3655.7;451.28;0.3;0.54;2.3;14.96;14.96;165.3;165.3;45107.35;11.3;29.4;136.39;136.39
226;5;2021-08-05;19.06;19.06;13.4;25;75.26;52.3;95.6;5027.05;604.6;0;0.69;3.2;14.91;14.91;184.36;184.36;50134.4;11.3;32.6;151.3;151.3
227;5;2021-08-06;18.21;18.21;13.6;23.1;79.35;55;95.9;4538.88;544.85;4.5;1.27;2.9;14.86;14.86;202.57;202.57;54673.28;15.8;35.5;166.16;166.16
228;5;2021-08-07;17.25;17.25;12.8;23;83.08;58.8;94;2962.98;377.55;1.3;0.67;2;14.81;14.81;219.82;219.82;57636.25;17.1;37.5;180.97;180.97
229;5;2021-08-08;16.35;16.35;11.2;19.9;79.47;57.9;94.6;3804.38;458.02;1.8;1.08;2.4;14.75;14.75;236.17;236.17;61440.62;18.9;39.9;195.72;195.72
230;5;2021-08-09;16.68;16.68;10.3;23.6;74.42;48.2;95.1;4416.58;530.92;0.4;0.83;2.8;14.7;14.7;252.84;252.84;65857.2;19.3;42.7;210.42;210.42
231;5;2021-08-10;18.44;18.44;11.4;25.2;74.1;51.7;92.4;4762.65;573.42;0;0.87;3;14.65;14.65;271.29;271.29;70619.85;19.3;45.7;225.07;225.07
232;5;2021-08-11;20.43;20.43;12.9;28.2;72.53;45.8;95.9;5779.25;675.98;0;0.58;3.6;14.59;14.59;291.71;291.71;76399.1;19.3;49.3;239.66;239.66
233;5;2021-08-12;21.6;21.6;13.2;29.4;71.7;46.7;96;5483;632.25;0;0.54;3.6;14.54;14.54;313.32;313.32;81882.1;19.3;52.9;254.2;254.2
234;5;2021-08-13;23.11;23.11;16.5;30.8;71.74;45.8;93.2;5208.55;604.55;0;0.92;3.7;14.49;14.49;336.42;336.42;87090.65;19.3;56.6;268.69;268.69
235;5;2021-08-14;22.76;22.76;14.5;31.2;67.23;41.4;95.6;6538.45;736.48;0;0.79;4.3;14.43;14.43;359.19;359.19;93629.1;19.3;60.9;283.12;283.12
236;5;2021-08-15;22.2;22.2;13.5;30.8;63.8;37.6;93;6183.12;705.1;0;0.68;4;14.38;14.38;381.39;381.39;99812.23;19.3;64.9;297.5;297.5
237;5;2021-08-16;17.97;17.97;12;22.9;71.77;54.5;87.7;3201.52;402.98;2.1;1.9;2.6;14.32;14.32;399.35;399.35;103013.75;21.4;67.5;311.82;311.82
238;5;2021-08-17;14.76;14.76;10.5;20.2;76.26;48.6;93.5;3415.02;415.15;3.1;1.15;2.2;14.26;14.26;414.12;414.12;106428.77;24.5;69.7;326.08;326.08
239;5;2021-08-18;17.89;17.89;14.1;21.6;76.52;58.8;93.2;2957.48;379.02;0;1.18;2.2;14.21;14.21;432.01;432.01;109386.25;24.5;71.9;340.29;340.29
240;5;2021-08-19;19.1;19.1;16.3;23.3;77.63;62.9;91.2;3355.75;429.92;0.1;1.1;2.4;14.15;14.15;451.11;451.11;112742;24.6;74.3;354.44;354.44
241;5;2021-08-20;19.19;19.19;12.9;26.1;73.51;48.3;95.5;4794.7;566.65;0;0.83;3;14.09;14.09;470.3;470.3;117536.7;24.6;77.3;368.53;368.53
242;5;2021-08-21;20.73;20.73;13.4;28.7;71.26;43.9;94.3;5763.15;654.18;1.8;0.61;3.6;14.04;14.04;491.03;491.03;123299.85;26.4;80.9;382.57;382.57
243;5;2021-08-22;18.75;18.75;13.8;24.1;82.64;47.2;95.2;3656.98;435.15;10.6;0.95;2.4;13.98;13.98;509.78;509.78;126956.82;37;83.3;396.55;396.55
244;5;2021-08-23;17.95;17.95;13.1;23.6;80.73;58.8;96.6;3631.93;440.35;0.5;0.88;2.3;13.92;13.92;527.72;527.72;130588.75;37.5;85.6;410.47;410.47
245;5;2021-08-24;16.67;16.67;9.9;21.3;69.57;54;91.2;5031.18;572.82;0;1.26;2.9;13.86;13.86;544.39;544.39;135619.92;37.5;88.5;424.33;424.33
246;5;2021-08-25;17.52;17.52;10.3;24.7;68.46;39.6;94.1;6499.32;717.82;0;0.87;3.5;13.8;13.8;561.91;561.91;142119.25;37.5;92;438.13;438.13
247;5;2021-08-26;17.17;17.17;13.7;20.8;70.2;57.2;91.5;4545.52;511.9;0.2;1.72;2.9;13.74;13.74;579.08;579.08;146664.78;37.7;94.9;451.87;451.87
248;5;2021-08-27;15.05;15.05;10.8;19.6;79.7;60.4;90.7;2603.43;342.18;1.6;1.32;1.8;13.69;13.69;594.14;594.14;149268.2;39.3;96.7;465.56;465.56
249;5;2021-08-28;15.74;15.74;12.2;19.6;81.6;64.3;93.6;2528.43;318.68;0.7;0.68;1.7;13.63;13.63;609.87;609.87;151796.62;40;98.4;479.19;479.19
250;5;2021-08-29;15.7;15.7;14.6;17;85.72;79.3;92;1258.33;186.78;0.7;1.46;1.2;13.57;13.57;625.58;625.58;153054.95;40.7;99.6;492.76;492.76
251;5;2021-08-30;18;18;15.7;21.2;76.33;61.1;88.8;2290.28;292.25;0;1.62;2;13.51;13.51;643.58;643.58;155345.22;40.7;101.6;506.27;506.27
252;5;2021-08-31;17.01;17.01;12.5;20.8;75.47;61.8;92.7;3240.48;389.12;0;1.42;2.2;13.45;13.45;660.58;660.58;158585.7;40.7;103.8;519.72;519.72
253;5;2021-09-01;16.97;16.97;11.5;22.6;72.37;50.5;92.4;4370.02;498.3;0;1.48;2.7;13.39;13.39;677.55;677.55;162955.72;40.7;106.5;533.11;533.11
254;5;2021-09-02;17.05;17.05;10.5;24.5;72.24;46.7;92.2;5387.8;601.02;0;1.05;3;13.33;13.33;694.61;694.61;168343.52;40.7;109.5;546.44;546.44
255;5;2021-09-03;18.08;18.08;10.2;26.5;69.7;38.4;95.5;5863.23;647.35;0;0.92;3.3;13.27;13.27;712.69;712.69;174206.75;40.7;112.8;559.71;559.71
256;5;2021-09-04;18.44;18.44;9.6;27.3;68.75;37.1;95.6;5582.9;617.5;0;0.72;3.1;13.21;13.21;731.13;731.13;179789.65;40.7;115.9;572.92;572.92
257;5;2021-09-05;19.63;19.63;12.4;28.6;69.07;39.9;94.3;5152.45;577.05;0;0.67;3.1;13.15;13.15;750.76;750.76;184942.1;40.7;119;586.07;586.07
258;6;2022-04-18;10.79;10.79;1.8;18.7;51.47;28.9;77.8;6820.27;714.55;0;1.02;3.2;13.81;13.81;10.79;10.79;6820.27;0;3.2;13.81;13.81
259;6;2022-04-19;12.06;12.06;2.6;20;53.22;31.8;85.4;6680.18;710.05;0;1.18;3.3;13.87;13.87;22.85;22.85;13500.45;0;6.5;27.68;27.68
260;6;2022-04-20;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;708.28;0;1.83;3.5;13.93;13.93;34.5;34.5;20294.88;0;10;41.61;41.61
261;6;2022-04-21;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;539.52;0;1.66;2.8;13.99;13.99;46.31;46.31;25092.58;0;12.8;55.6;55.6
262;6;2022-04-22;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;664.78;0;2.14;3.5;14.05;14.05;59.87;59.87;31193.68;0;16.3;69.65;69.65
263;6;2022-04-23;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;428.72;0;2.15;2.7;14.11;14.11;72.89;72.89;34931.4;0;19;83.76;83.76
264;6;2022-04-24;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;244.12;0;0.98;1.7;14.16;14.16;85.33;85.33;36861.6;0;20.7;97.92;97.92
265;6;2022-04-25;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;514.2;0.2;1.18;2.4;14.22;14.22;95.71;95.71;41459.43;0.2;23.1;112.14;112.14
266;6;2022-04-26;8.65;0;5.8;10;85.22;79.8;91;1218;176.98;8;1.18;1;14.28;0;104.36;95.71;42677.43;8.2;24.1;126.42;112.14
267;6;2022-04-27;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;737;0;1.59;3.5;14.34;14.34;116.84;108.19;49486.22;8.2;27.6;140.76;126.48
268;6;2022-04-28;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;763.3;0;0.89;3.6;14.39;14.39;130.35;121.7;56695.68;8.2;31.2;155.15;140.87
269;6;2022-04-29;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;503.58;0;1.52;2.9;14.45;14.45;144.15;135.5;61168.18;8.2;34.1;169.6;155.32
270;6;2022-04-30;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;269.9;2.1;1.69;1.6;14.5;14.5;154.74;146.09;63254.28;10.3;35.7;184.1;169.82
271;6;2022-05-01;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;492.98;0;1.24;2.6;14.56;14.56;167.66;159.01;67511.77;10.3;38.3;198.66;184.38
272;6;2022-05-02;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;677.75;0;1.2;3.5;14.61;14.61;182.65;174;73691.65;10.3;41.8;213.27;198.99
273;6;2022-05-03;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;601.42;0;1.83;3.8;14.67;14.67;199.59;190.94;79026.02;10.3;45.6;227.94;213.66
274;6;2022-05-04;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;587.22;0.1;1.7;3.7;14.72;14.72;215.89;207.24;84337.55;10.4;49.3;242.66;228.38
275;6;2022-05-05;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;321.1;0.7;0.9;2;14.77;14.77;230.46;221.81;86929.98;11.1;51.3;257.43;243.15
276;6;2022-05-06;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;738.05;0;1.22;4;14.83;14.83;246.38;237.73;93622.12;11.1;55.3;272.26;257.98
277;6;2022-05-07;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;745.38;0;1.03;3.9;14.88;14.88;262.85;254.2;100387.48;11.1;59.2;287.14;272.86
278;6;2022-05-08;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;512.9;4.3;1.52;3.1;14.93;14.93;279.6;270.95;104918.75;15.4;62.3;302.07;287.79
279;6;2022-05-09;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;811.9;0;0.96;4.3;14.98;14.98;297.1;288.45;112333.18;15.4;66.6;317.05;302.77
280;6;2022-05-10;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;651.98;0;0.82;3.7;15.03;15.03;315.44;306.79;118139.57;15.4;70.3;332.08;317.8
281;6;2022-05-11;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;824.08;0;1.74;5.2;15.08;15.08;336.68;328.03;125587;15.4;75.5;347.16;332.88
282;6;2022-05-12;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;784.98;0;1.55;4.7;15.13;15.13;356.36;347.71;132647.85;15.4;80.2;362.29;348.01
283;6;2022-05-13;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;805.98;0;1.43;4.4;15.18;15.18;372.91;364.26;140041;15.4;84.6;377.47;363.19
284;6;2022-05-14;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;843.4;0;0.97;4.6;15.22;15.22;390.69;382.04;147696.75;15.4;89.2;392.69;378.41
285;6;2022-05-15;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;804.1;0;1.16;4.6;15.27;15.27;409.78;401.13;155032.7;15.4;93.8;407.96;393.68
286;6;2022-05-16;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;502.78;9.2;1.1;3.1;15.32;15.32;428.08;419.43;159325.7;24.6;96.9;423.28;409
287;6;2022-05-17;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;815.98;0;0.78;4.4;15.36;15.36;447.95;439.3;166526.6;24.6;101.3;438.64;424.36
288;6;2022-05-18;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;842.45;0;0.95;5;15.41;15.41;470;461.35;174013.9;24.6;106.3;454.05;439.77
289;6;2022-05-19;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;652.28;4.3;1.13;4.2;15.45;15.45;491.1;482.45;179820.4;28.9;110.5;469.5;455.22
290;6;2022-05-20;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;582.95;6.2;1.46;3.6;15.49;15.49;511.84;503.19;184921.58;35.1;114.1;484.99;470.71
291;6;2022-05-21;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;679.45;0;1.49;3.8;15.53;15.53;528.24;519.59;190875.78;35.1;117.9;500.52;486.24
292;6;2022-05-22;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;824.78;0;0.9;4.3;15.57;15.57;546.06;537.41;198202.45;35.1;122.2;516.09;501.81
293;6;2022-05-23;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;576.28;3.8;1.36;3.4;15.61;15.61;564.97;556.32;203180.78;38.9;125.6;531.7;517.42
294;6;2022-05-24;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;714.15;2.8;1.67;3.8;15.65;15.65;581.13;572.48;209507.62;41.7;129.4;547.35;533.07
