wetter_stunde_id;satz_id;zeit_wetter;Tmin_gradC;Tmax_gradC;Tmean_gradC;Tmean_th9_25_gradC;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;relLuftfeuchte_mean_prozent;globalstrahlung_Wh_m2;globalstrahlung_J_cm2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;globalstrahlung_J_cm2_sum;niederschlag_mm_sum;tageslicht_h;tageslicht_h_th9;tageslicht_h_sum;tageslicht_h_th9_sum
139;1;2020-04-25T18:00:00Z;18;18.8;18.38;18.38;28.9;30.7;29.73;168.5;60.66;12.88;0;1.55;2105.55;2024.77;41602.17;14976.78;0;14.25;14.25;84.64;84.64
140;1;2020-04-25T19:00:00Z;13.3;17.6;15.33;15.33;29.9;40.4;35.63;22.15;7.97;3.35;0;1.18;2120.87;2040.1;41624.32;14984.76;0;14.25;14.25;84.64;84.64
141;1;2020-04-25T20:00:00Z;12.6;13.4;12.95;12.95;43.1;43.7;43.38;0;0;0.22;0;1.43;2133.82;2053.05;41624.32;14984.76;0;14.25;14.25;84.64;84.64
142;1;2020-04-25T21:00:00Z;10.2;12.3;11.03;11.03;46.9;57.3;52.8;0;0;0.2;0;1.4;2144.85;2064.07;41624.32;14984.76;0;14.25;14.25;84.64;84.64
143;1;2020-04-25T22:00:00Z;9.1;11;9.93;9.93;55.1;62.2;58.75;0;0;0.2;0;0.58;2154.77;2074;41624.32;14984.76;0;14.25;14.25;84.64;84.64
144;1;2020-04-25T23:00:00Z;9.1;10.7;9.98;9.98;56.8;62.9;59.62;0;0;0.2;0;1.02;2164.75;2083.97;41624.32;14984.76;0;14.25;14.25;84.64;84.64
145;1;2020-04-26T00:00:00Z;8.5;10;9.2;9.2;59.2;65.3;62.1;0;0;0.2;0;1.07;2173.95;2093.17;41624.32;14984.76;0;14.31;14.31;98.95;98.95
146;1;2020-04-26T01:00:00Z;7.8;8.6;8.23;0;65.7;67.5;66.53;0;0;0.2;0;1.03;2182.17;2093.17;41624.32;14984.76;0;14.31;14.31;98.95;98.95
147;1;2020-04-26T02:00:00Z;5.2;6.5;5.88;0;71.4;77.4;74.48;0;0;0.2;0;0.62;2188.05;2093.17;41624.32;14984.76;0;14.31;14.31;98.95;98.95
148;1;2020-04-26T03:00:00Z;5.2;5.9;5.65;0;74.6;77.3;76.25;0;0;0.2;0;0.83;2193.7;2093.17;41624.32;14984.76;0;14.31;14.31;98.95;98.95
149;1;2020-04-26T04:00:00Z;4.8;4.9;4.85;0;79.4;85.3;82.12;0;0;0.2;0;0.4;2198.55;2093.17;41624.32;14984.76;0;14.31;14.31;98.95;98.95
150;1;2020-04-26T05:00:00Z;3.7;4.8;4.25;0;85.5;87;86.15;4.92;1.77;1.35;0;0.25;2202.8;2093.17;41629.25;14986.53;0;14.31;14.31;98.95;98.95
151;1;2020-04-26T06:00:00Z;4.7;7.6;6.55;0;76.3;89.2;81.68;99.92;35.97;7.93;0;0.78;2209.35;2093.17;41729.18;15022.5;0;14.31;14.31;98.95;98.95
152;1;2020-04-26T07:00:00Z;8;9.7;8.88;0;69.8;75.6;72.6;273.15;98.33;26.75;0;1.28;2218.22;2093.17;42002.33;15120.84;0;14.31;14.31;98.95;98.95
153;1;2020-04-26T08:00:00Z;11;13.1;12.1;12.1;56.9;65.2;60.55;455.15;163.85;46.88;0;0.88;2230.32;2105.27;42457.48;15284.69;0;14.31;14.31;98.95;98.95
154;1;2020-04-26T09:00:00Z;13.9;14.9;14.33;14.33;49;52.4;50.43;613.4;220.82;66.62;0;1.53;2244.65;2119.6;43070.88;15505.52;0;14.31;14.31;98.95;98.95
155;1;2020-04-26T10:00:00Z;15;16.3;15.5;15.5;47.7;50.3;49.18;732.8;263.81;82.53;0;1.58;2260.15;2135.1;43803.68;15769.32;0;14.31;14.31;98.95;98.95
156;1;2020-04-26T11:00:00Z;16.8;17.9;17.4;17.4;40.7;45.9;43.33;821.1;295.6;93.98;0;1.43;2277.55;2152.5;44624.78;16064.92;0;14.31;14.31;98.95;98.95
157;1;2020-04-26T12:00:00Z;18.2;19.1;18.58;18.58;37.2;40.4;38.5;852.58;306.93;98.25;0;1.5;2296.12;2171.07;45477.35;16371.85;0;14.31;14.31;98.95;98.95
158;1;2020-04-26T13:00:00Z;19.2;19.8;19.38;19.38;33.9;36.4;35.62;834.75;300.51;96.28;0;1.48;2315.5;2190.45;46312.1;16672.36;0;14.31;14.31;98.95;98.95
159;1;2020-04-26T14:00:00Z;19.9;20.4;20.15;20.15;29.6;33.3;31.53;779.2;280.51;87.6;0;1.35;2335.65;2210.6;47091.3;16952.87;0;14.31;14.31;98.95;98.95
160;1;2020-04-26T15:00:00Z;20.4;20.7;20.55;20.55;27.4;28.3;27.92;672;241.92;72.85;0;1.43;2356.2;2231.15;47763.3;17194.79;0;14.31;14.31;98.95;98.95
161;1;2020-04-26T16:00:00Z;20.9;21.1;21;21;27.6;30;29.03;517.65;186.35;54.67;0;1.2;2377.2;2252.15;48280.95;17381.14;0;14.31;14.31;98.95;98.95
162;1;2020-04-26T17:00:00Z;20.8;21.4;21.08;21.08;29.1;29.7;29.48;345.53;124.39;32.25;0;1.12;2398.27;2273.22;48626.48;17505.53;0;14.31;14.31;98.95;98.95
163;1;2020-04-26T18:00:00Z;20.3;21;20.68;20.68;29.3;31.1;30;162.12;58.37;13.1;0;0.92;2418.95;2293.9;48788.6;17563.9;0;14.31;14.31;98.95;98.95
164;1;2020-04-26T19:00:00Z;15.9;19.7;18.05;18.05;32.9;44.1;37.3;23.2;8.35;3.55;0;0.85;2437;2311.95;48811.8;17572.25;0;14.31;14.31;98.95;98.95
165;1;2020-04-26T20:00:00Z;12.4;14.6;13.2;13.2;49.1;54.1;52.2;0;0;0.25;0;0.98;2450.2;2325.15;48811.8;17572.25;0;14.31;14.31;98.95;98.95
166;1;2020-04-26T21:00:00Z;11.1;12.2;11.65;11.65;52.7;55.2;53.88;0;0;0.2;0;1.08;2461.85;2336.8;48811.8;17572.25;0;14.31;14.31;98.95;98.95
167;1;2020-04-26T22:00:00Z;9.7;10.9;10.1;10.1;55.5;60.7;58.83;0;0;0.2;0;1.03;2471.95;2346.9;48811.8;17572.25;0;14.31;14.31;98.95;98.95
168;1;2020-04-26T23:00:00Z;8.6;9.6;9.12;9.12;60.6;63.1;61.93;0;0;0.2;0;0.55;2481.07;2356.02;48811.8;17572.25;0;14.31;14.31;98.95;98.95
169;1;2020-04-27T00:00:00Z;7.6;8.2;7.98;0;65.9;67.2;66.58;0;0;0.2;0;0.43;2489.05;2356.02;48811.8;17572.25;0;14.37;14.37;113.32;113.32
170;1;2020-04-27T01:00:00Z;6.8;7.3;7.08;0;70.3;72.9;71.45;0;0;0.2;0;0.4;2496.12;2356.02;48811.8;17572.25;0;14.37;14.37;113.32;113.32
171;1;2020-04-27T02:00:00Z;6;6.6;6.32;0;74.3;78.3;77;0;0;0.2;0;0.25;2502.45;2356.02;48811.8;17572.25;0;14.37;14.37;113.32;113.32
172;1;2020-04-27T03:00:00Z;5.9;6.9;6.4;0;74.2;76.7;75.43;0;0;0.2;0;0.43;2508.85;2356.02;48811.8;17572.25;0;14.37;14.37;113.32;113.32
173;1;2020-04-27T04:00:00Z;4.1;5.1;4.53;0;77.9;83.2;81.25;0;0;0.2;0;0.3;2513.37;2356.02;48811.8;17572.25;0;14.37;14.37;113.32;113.32
174;1;2020-04-27T05:00:00Z;3.9;4.1;4;0;84.8;85.7;85.15;6.3;2.27;1.5;0;0.28;2517.37;2356.02;48818.1;17574.52;0;14.37;14.37;113.32;113.32
175;1;2020-04-27T06:00:00Z;4.8;9.8;7.48;0;65.5;83.2;74.43;89.13;32.09;8.43;0;0.15;2524.85;2356.02;48907.23;17606.6;0;14.37;14.37;113.32;113.32
176;1;2020-04-27T07:00:00Z;9.5;11.2;10.18;10.18;61.3;65.8;63.7;263.38;94.82;26.48;0;0.52;2535.02;2366.2;49170.6;17701.42;0;14.37;14.37;113.32;113.32
177;1;2020-04-27T08:00:00Z;11.6;13.6;12.5;12.5;56.7;59.7;57.78;446.6;160.78;46.4;0;0.58;2547.52;2378.7;49617.2;17862.19;0;14.37;14.37;113.32;113.32
178;1;2020-04-27T09:00:00Z;14.5;15.6;14.9;14.9;54.5;56.8;55.53;607.7;218.77;67.08;0;0.88;2562.42;2393.6;50224.9;18080.96;0;14.37;14.37;113.32;113.32
179;1;2020-04-27T10:00:00Z;16.3;18.6;17.45;17.45;46.8;53.2;50.58;735.18;264.66;82.98;0;0.78;2579.87;2411.05;50960.08;18345.63;0;14.37;14.37;113.32;113.32
180;1;2020-04-27T11:00:00Z;19.5;20.9;20.35;20.35;33.7;44.9;38.58;815.3;293.51;93.6;0;1.53;2600.22;2431.4;51775.38;18639.14;0;14.37;14.37;113.32;113.32
181;1;2020-04-27T12:00:00Z;21;21.7;21.38;21.38;29.6;30.9;30.03;852.2;306.79;98.15;0;2.78;2621.6;2452.77;52627.58;18945.93;0;14.37;14.37;113.32;113.32
182;1;2020-04-27T13:00:00Z;21.9;22.3;22.08;22.08;28.7;29.6;29.18;798.45;287.44;91.97;0;2.65;2643.67;2474.85;53426.03;19233.37;0;14.37;14.37;113.32;113.32
183;1;2020-04-27T14:00:00Z;22.6;23.6;23.05;23.05;27.6;28.1;27.85;702.55;252.92;79.55;0;2;2666.72;2497.9;54128.58;19486.29;0;14.37;14.37;113.32;113.32
184;1;2020-04-27T15:00:00Z;23.7;24;23.88;23.88;25.2;27.2;25.8;628.93;226.41;65.7;0;2.18;2690.6;2521.77;54757.5;19712.7;0;14.37;14.37;113.32;113.32
185;1;2020-04-27T16:00:00Z;22.1;23.4;22.73;22.73;27.4;32;29.08;294.58;106.05;33.95;0;1.78;2713.32;2544.5;55052.08;19818.75;0;14.37;14.37;113.32;113.32
186;1;2020-04-27T17:00:00Z;21.5;23.3;22.25;22.25;31.3;35.3;33.88;244.3;87.95;23.5;0;1.78;2735.57;2566.75;55296.38;19906.7;0;14.37;14.37;113.32;113.32
187;1;2020-04-27T18:00:00Z;21.6;22.6;21.95;21.95;31.7;34.9;33.8;162.2;58.39;13.55;0;1.83;2757.52;2588.7;55458.58;19965.09;0;14.37;14.37;113.32;113.32
188;1;2020-04-27T19:00:00Z;16.9;21.3;19.1;19.1;35.3;47.2;41.1;25.1;9.04;3.72;0;0.8;2776.62;2607.8;55483.68;19974.12;0;14.37;14.37;113.32;113.32
189;1;2020-04-27T20:00:00Z;15;16.5;15.88;15.88;48;53;50.12;0;0;0.25;0;1.12;2792.5;2623.67;55483.68;19974.12;0;14.37;14.37;113.32;113.32
190;1;2020-04-27T21:00:00Z;13.2;14.3;13.83;13.83;55.2;59.8;57.23;0;0;0.2;0;0.62;2806.32;2637.5;55483.68;19974.12;0;14.37;14.37;113.32;113.32
191;1;2020-04-27T22:00:00Z;11.7;12.6;12.23;12.23;63.1;66.8;64.72;0;0;0.2;0;0.68;2818.55;2649.72;55483.68;19974.12;0;14.37;14.37;113.32;113.32
192;1;2020-04-27T23:00:00Z;10.2;11.4;10.78;10.78;68.3;75;71.5;0;0;0.2;0;0.38;2829.32;2660.5;55483.68;19974.12;0;14.37;14.37;113.32;113.32
193;1;2020-04-28T00:00:00Z;9.8;10.3;10.1;10.1;74.9;75.6;75.18;0;0;0.2;0;0.52;2839.42;2670.6;55483.68;19974.12;0;14.42;14.42;127.74;127.74
194;1;2020-04-28T01:00:00Z;9.1;9.4;9.22;9.22;78;81.5;79.85;0;0;0.2;0;0.25;2848.65;2679.82;55483.68;19974.12;0;14.42;14.42;127.74;127.74
195;1;2020-04-28T02:00:00Z;8.9;9.6;9.25;9.25;79.7;81.2;80.6;0;0;0.2;0;0.45;2857.9;2689.07;55483.68;19974.12;0;14.42;14.42;127.74;127.74
196;1;2020-04-28T03:00:00Z;8;8.6;8.18;0;82.7;86.3;84.88;0;0;0.2;0;0.48;2866.07;2689.07;55483.68;19974.12;0;14.42;14.42;127.74;127.74
197;1;2020-04-28T04:00:00Z;8.9;9.1;9;0;83.5;84.5;84.03;0;0;0.2;0;0.35;2875.07;2689.07;55483.68;19974.12;0;14.42;14.42;127.74;127.74
198;1;2020-04-28T05:00:00Z;9.2;10.2;9.85;9.85;81.7;84.4;83.3;2.25;0.81;0.68;0.1;0.58;2884.92;2698.92;55485.93;19974.93;0.1;14.42;14.42;127.74;127.74
199;1;2020-04-28T06:00:00Z;10.2;10.7;10.48;10.48;84;86;85.08;21.53;7.75;3.38;0;1.18;2895.4;2709.4;55507.45;19982.68;0.1;14.42;14.42;127.74;127.74
200;1;2020-04-28T07:00:00Z;11;11.6;11.2;11.2;82.9;85.3;83.98;51.1;18.4;7.28;0;0.83;2906.6;2720.6;55558.55;20001.08;0.1;14.42;14.42;127.74;127.74
201;1;2020-04-28T08:00:00Z;11.9;12.6;12.38;12.38;79.1;80.8;80;102.65;36.95;14.2;0.2;0.48;2918.97;2732.97;55661.2;20038.03;0.3;14.42;14.42;127.74;127.74
202;1;2020-04-28T09:00:00Z;12.4;12.7;12.5;12.5;82.6;83.8;83.2;122.6;44.14;17.48;0.1;1.12;2931.47;2745.47;55783.8;20082.17;0.4;14.42;14.42;127.74;127.74
203;1;2020-04-28T10:00:00Z;12.9;13.8;13.5;13.5;80.5;83.3;81.75;219.33;78.96;29.2;0;1.3;2944.97;2758.97;56003.12;20161.13;0.4;14.42;14.42;127.74;127.74
204;1;2020-04-28T11:00:00Z;14.2;15.4;14.78;14.78;79.5;81;80.33;307.88;110.83;39.53;0.4;1.88;2959.75;2773.75;56311;20271.96;0.8;14.42;14.42;127.74;127.74
205;1;2020-04-28T12:00:00Z;15.1;17.6;16.18;16.18;76.5;85.2;81.8;353.15;127.13;45.67;0;1.05;2975.92;2789.92;56664.15;20399.09;0.8;14.42;14.42;127.74;127.74
206;1;2020-04-28T13:00:00Z;16.8;17.8;17.42;17.42;71.1;74.9;73.75;361.6;130.18;46.42;0;2.65;2993.35;2807.35;57025.75;20529.27;0.8;14.42;14.42;127.74;127.74
207;1;2020-04-28T14:00:00Z;17.1;18.4;17.75;17.75;65.8;71.6;69.12;399.78;143.92;51.1;0;3.55;3011.1;2825.1;57425.53;20673.19;0.8;14.42;14.42;127.74;127.74
208;1;2020-04-28T15:00:00Z;16.9;18.1;17.5;17.5;61;69.3;65.05;448.92;161.61;54.3;0;3.9;3028.6;2842.6;57874.45;20834.8;0.8;14.42;14.42;127.74;127.74
209;1;2020-04-28T16:00:00Z;16.7;17.9;17.25;17.25;59.6;64.9;62.25;204.98;73.79;25.05;0;3.1;3045.85;2859.85;58079.43;20908.59;0.8;14.42;14.42;127.74;127.74
210;1;2020-04-28T17:00:00Z;17;17.9;17.38;17.38;57.5;62.5;60.08;244.3;87.95;26.2;0;2.62;3063.22;2877.22;58323.73;20996.54;0.8;14.42;14.42;127.74;127.74
211;1;2020-04-28T18:00:00Z;16.8;18;17.27;17.27;57.2;61.1;59.58;91.1;32.8;10.27;0;2;3080.5;2894.5;58414.83;21029.34;0.8;14.42;14.42;127.74;127.74
212;1;2020-04-28T19:00:00Z;15.3;16.6;15.98;15.98;61.9;67.7;64.55;18.42;6.63;3.28;0;1.15;3096.47;2910.47;58433.25;21035.97;0.8;14.42;14.42;127.74;127.74
213;1;2020-04-28T20:00:00Z;12.4;14.5;13.23;13.23;69.9;77.7;74.53;0;0;0.25;0;0.5;3109.7;2923.7;58433.25;21035.97;0.8;14.42;14.42;127.74;127.74
214;1;2020-04-28T21:00:00Z;11.5;12;11.78;11.78;78.4;81.9;80.38;0;0;0.2;0;0.68;3121.47;2935.47;58433.25;21035.97;0.8;14.42;14.42;127.74;127.74
215;1;2020-04-28T22:00:00Z;11.5;12.1;11.88;11.88;82.4;83.1;82.68;0;0;0.2;0;0.22;3133.35;2947.35;58433.25;21035.97;0.8;14.42;14.42;127.74;127.74
216;1;2020-04-28T23:00:00Z;11.2;12.3;11.88;11.88;82.3;84.7;83.43;0;0;0.2;0;0.45;3145.22;2959.22;58433.25;21035.97;0.8;14.42;14.42;127.74;127.74
217;1;2020-04-29T00:00:00Z;9.3;10.5;9.75;9.75;86;90.3;88.35;0;0;0.2;0;0.28;3154.97;2968.97;58433.25;21035.97;0.8;14.48;14.48;142.22;142.22
218;1;2020-04-29T01:00:00Z;9.2;10.1;9.5;9.5;90.7;91.6;91.38;0;0;0.2;0;0.45;3164.47;2978.47;58433.25;21035.97;0.8;14.48;14.48;142.22;142.22
219;1;2020-04-29T02:00:00Z;10.7;11.4;11.12;11.12;83.3;86.1;84.6;0;0;0.2;0;0.6;3175.6;2989.6;58433.25;21035.97;0.8;14.48;14.48;142.22;142.22
220;1;2020-04-29T03:00:00Z;10.5;11.1;10.8;10.8;84;86.5;85.25;0;0;0.2;0;0.5;3186.4;3000.4;58433.25;21035.97;0.8;14.48;14.48;142.22;142.22
221;1;2020-04-29T04:00:00Z;10.8;11.4;11.15;11.15;83.1;85.6;84.23;0;0;0.2;0;0.75;3197.55;3011.55;58433.25;21035.97;0.8;14.48;14.48;142.22;142.22
222;1;2020-04-29T05:00:00Z;11;11.1;11.03;11.03;82.9;84.3;83.62;4.43;1.59;1.1;0;0.9;3208.57;3022.57;58437.68;21037.56;0.8;14.48;14.48;142.22;142.22
223;1;2020-04-29T06:00:00Z;11.3;11.8;11.5;11.5;81;82.4;81.83;60.35;21.73;7.62;0;1.18;3220.07;3034.07;58498.03;21059.29;0.8;14.48;14.48;142.22;142.22
224;1;2020-04-29T07:00:00Z;12.4;12.8;12.53;12.53;77.9;79;78.38;170.68;61.44;19.5;0;1.55;3232.6;3046.6;58668.7;21120.73;0.8;14.48;14.48;142.22;142.22
225;1;2020-04-29T08:00:00Z;13.3;15.2;14.35;14.35;67.7;76;71.73;357.83;128.82;39.8;0;1.55;3246.95;3060.95;59026.53;21249.55;0.8;14.48;14.48;142.22;142.22
226;1;2020-04-29T09:00:00Z;15.9;16.5;16.18;16.18;55.7;62.2;58.93;488.67;175.92;55.15;0;2.33;3263.12;3077.12;59515.2;21425.47;0.8;14.48;14.48;142.22;142.22
227;1;2020-04-29T10:00:00Z;16.8;17.7;17.27;17.27;52.8;55;54.08;577.9;208.04;67.38;0;2.6;3280.4;3094.4;60093.1;21633.52;0.8;14.48;14.48;142.22;142.22
228;1;2020-04-29T11:00:00Z;16.6;17;16.73;16.73;50.7;54.7;52.75;388.2;139.75;46.98;0;3.25;3297.12;3111.12;60481.3;21773.27;0.8;14.48;14.48;142.22;142.22
229;1;2020-04-29T12:00:00Z;17.9;18.6;18.25;18.25;43.7;47.7;46.05;757.12;272.56;88.28;0;3.58;3315.37;3129.37;61238.43;22045.83;0.8;14.48;14.48;142.22;142.22
230;1;2020-04-29T13:00:00Z;17.5;18.8;18.18;18.18;45.7;47.7;46.58;477.85;172.03;56.85;0;2.53;3333.55;3147.55;61716.28;22217.86;0.8;14.48;14.48;142.22;142.22
231;1;2020-04-29T14:00:00Z;17.6;19;18.18;18.18;46.4;49;47.85;463.25;166.77;54;0;3.25;3351.72;3165.72;62179.53;22384.63;0.8;14.48;14.48;142.22;142.22
232;1;2020-04-29T15:00:00Z;16.9;18.2;17.65;17.65;48.6;52.4;50.25;292.38;105.25;36;0;3.2;3369.37;3183.37;62471.9;22489.88;0.8;14.48;14.48;142.22;142.22
233;1;2020-04-29T16:00:00Z;16.2;17.5;16.85;16.85;53.7;57.1;55.1;388.78;139.96;42.43;0;2.08;3386.22;3200.22;62860.68;22629.84;0.8;14.48;14.48;142.22;142.22
234;1;2020-04-29T17:00:00Z;16.3;16.8;16.55;16.55;57.4;61.4;59.53;192;69.12;23.4;0;1.88;3402.77;3216.77;63052.68;22698.96;0.8;14.48;14.48;142.22;142.22
235;1;2020-04-29T18:00:00Z;15.7;16.6;16.1;16.1;59.2;63.1;61.62;108;38.88;12.65;0;2.25;3418.87;3232.87;63160.68;22737.84;0.8;14.48;14.48;142.22;142.22
236;1;2020-04-29T19:00:00Z;14.8;15.6;15.15;15.15;64.7;66.8;66.05;15.98;5.75;3.38;0;1.7;3434.02;3248.02;63176.65;22743.59;0.8;14.48;14.48;142.22;142.22
237;1;2020-04-29T20:00:00Z;14;14.7;14.43;14.43;67.2;70.7;68.55;0;0;0.22;0;0.75;3448.45;3262.45;63176.65;22743.59;0.8;14.48;14.48;142.22;142.22
238;1;2020-04-29T21:00:00Z;13.3;13.7;13.53;13.53;73;75.1;74.12;0;0;0.2;0;0.52;3461.97;3275.98;63176.65;22743.59;0.8;14.48;14.48;142.22;142.22
239;1;2020-04-29T22:00:00Z;12.7;13.2;12.98;12.98;75.2;77;76;0;0;0.2;0;0.28;3474.95;3288.95;63176.65;22743.59;0.8;14.48;14.48;142.22;142.22
240;1;2020-04-29T23:00:00Z;12.4;12.5;12.47;12.47;78.7;82.4;80.33;0;0;0.2;0;0.38;3487.42;3301.42;63176.65;22743.59;0.8;14.48;14.48;142.22;142.22
241;1;2020-04-30T00:00:00Z;12.1;12.4;12.28;12.28;81.8;82.5;82.08;0;0;0.2;0;0.3;3499.7;3313.7;63176.65;22743.59;0.8;14.53;14.53;156.75;156.75
242;1;2020-04-30T01:00:00Z;12;13;12.4;12.4;77.7;82.3;80.58;0;0;0.2;0;0.82;3512.1;3326.1;63176.65;22743.59;0.8;14.53;14.53;156.75;156.75
243;1;2020-04-30T02:00:00Z;12.8;13.1;13;13;76.7;78.1;77.1;0;0;0.2;0;1.28;3525.1;3339.1;63176.65;22743.59;0.8;14.53;14.53;156.75;156.75
244;1;2020-04-30T03:00:00Z;12.3;12.7;12.55;12.55;79;81;79.65;0;0;0.2;0;1.23;3537.65;3351.65;63176.65;22743.59;0.8;14.53;14.53;156.75;156.75
245;1;2020-04-30T04:00:00Z;12.1;12.2;12.13;12.13;82.6;85.9;84.48;0;0;0.2;0.1;0.83;3549.77;3363.78;63176.65;22743.59;0.9;14.53;14.53;156.75;156.75
246;1;2020-04-30T05:00:00Z;11.7;12;11.8;11.8;87.3;90.1;88.98;0.92;0.33;0.68;0.6;0.98;3561.57;3375.58;63177.58;22743.93;1.5;14.53;14.53;156.75;156.75
247;1;2020-04-30T06:00:00Z;11.6;11.7;11.68;11.68;90.6;91.9;91.25;19.48;7.01;3.15;1.1;0.65;3573.25;3387.25;63197.05;22750.94;2.6;14.53;14.53;156.75;156.75
248;1;2020-04-30T07:00:00Z;11.8;12.9;12.2;12.2;86;91.7;89.68;149.65;53.87;18.93;0;1.33;3585.45;3399.45;63346.7;22804.81;2.6;14.53;14.53;156.75;156.75
249;1;2020-04-30T08:00:00Z;13.3;13.6;13.43;13.43;76.8;82;78.98;258.03;92.89;31.2;0;2.1;3598.88;3412.88;63604.73;22897.7;2.6;14.53;14.53;156.75;156.75
250;1;2020-04-30T09:00:00Z;13.8;14;13.95;13.95;69;75.2;72.42;277.05;99.74;33.25;0;2.85;3612.82;3426.83;63881.78;22997.44;2.6;14.53;14.53;156.75;156.75
251;1;2020-04-30T10:00:00Z;13.5;14.2;13.85;13.85;58.2;68.4;63.7;342.4;123.26;41.8;0;3.48;3626.67;3440.68;64224.18;23120.7;2.6;14.53;14.53;156.75;156.75
252;1;2020-04-30T11:00:00Z;14;14.2;14.15;14.15;59.7;62.2;60.88;335.12;120.64;42.5;0;2.95;3640.82;3454.83;64559.3;23241.35;2.6;14.53;14.53;156.75;156.75
253;1;2020-04-30T12:00:00Z;14.3;15.4;14.85;14.85;56.8;61.2;59.28;496.75;178.83;60.23;0;2.43;3655.67;3469.68;65056.05;23420.18;2.6;14.53;14.53;156.75;156.75
254;1;2020-04-30T13:00:00Z;15.4;15.8;15.62;15.62;55.6;56.6;56.05;631.6;227.38;76.45;0;3.05;3671.3;3485.3;65687.65;23647.55;2.6;14.53;14.53;156.75;156.75
255;1;2020-04-30T14:00:00Z;14.9;15.5;15.2;15.2;57.2;60.6;58.4;325.65;117.23;41.25;0;2.72;3686.5;3500.5;66013.3;23764.79;2.6;14.53;14.53;156.75;156.75
256;1;2020-04-30T15:00:00Z;14.3;14.8;14.55;14.55;62.6;65.3;63.98;114.15;41.09;15.08;0;2.28;3701.05;3515.05;66127.45;23805.88;2.6;14.53;14.53;156.75;156.75
257;1;2020-04-30T16:00:00Z;13.6;14.5;13.93;13.93;62.1;69.6;66.8;42.23;15.2;6.75;0.1;2.45;3714.98;3528.98;66169.68;23821.08;2.7;14.53;14.53;156.75;156.75
258;1;2020-04-30T17:00:00Z;10;13.5;11.57;11.57;68.9;88.1;80.98;16.88;6.08;3.1;4.1;3.12;3726.55;3540.55;66186.55;23827.16;6.8;14.53;14.53;156.75;156.75
259;1;2020-04-30T18:00:00Z;9.9;10.7;10.23;10.23;86.9;89.1;87.83;75.9;27.32;8.53;0.7;2;3736.77;3550.78;66262.45;23854.48;7.5;14.53;14.53;156.75;156.75
260;1;2020-04-30T19:00:00Z;10.2;10.6;10.45;10.45;87.5;89.6;88.53;35.7;12.85;4.23;0;0.88;3747.22;3561.22;66298.15;23867.33;7.5;14.53;14.53;156.75;156.75
261;1;2020-04-30T20:00:00Z;8.9;10;9.35;9.35;90.3;93.7;91.65;0;0;0.27;0;0.6;3756.57;3570.57;66298.15;23867.33;7.5;14.53;14.53;156.75;156.75
262;1;2020-04-30T21:00:00Z;9.2;9.5;9.28;9.28;93.8;94.1;93.98;0;0;0.2;0;0.83;3765.85;3579.85;66298.15;23867.33;7.5;14.53;14.53;156.75;156.75
263;1;2020-04-30T22:00:00Z;9.6;10.1;9.8;9.8;91.3;93.7;92.8;0;0;0.2;0.2;0.83;3775.65;3589.65;66298.15;23867.33;7.7;14.53;14.53;156.75;156.75
264;1;2020-04-30T23:00:00Z;9.7;10;9.9;9.9;91.8;93.2;92.65;0;0;0.2;1;0.65;3785.55;3599.55;66298.15;23867.33;8.7;14.53;14.53;156.75;156.75
265;1;2020-05-01T00:00:00Z;9.3;9.7;9.6;9.6;93.2;93.5;93.33;0;0;0.2;0;0.28;3795.15;3609.15;66298.15;23867.33;8.7;14.59;14.59;171.34;171.34
266;1;2020-05-01T01:00:00Z;8.6;9.1;8.88;0;87.5;91;89.58;0;0;0.2;0;0.55;3804.02;3609.15;66298.15;23867.33;8.7;14.59;14.59;171.34;171.34
267;1;2020-05-01T02:00:00Z;8.5;8.9;8.68;0;90.3;90.6;90.4;0;0;0.2;0;1.1;3812.7;3609.15;66298.15;23867.33;8.7;14.59;14.59;171.34;171.34
268;1;2020-05-01T03:00:00Z;8;8.5;8.28;0;90.7;91.9;91.12;0;0;0.2;0;0.72;3820.98;3609.15;66298.15;23867.33;8.7;14.59;14.59;171.34;171.34
269;1;2020-05-01T04:00:00Z;8.2;8.4;8.33;0;92.7;93.5;93.1;0;0;0.2;0.8;0.3;3829.3;3609.15;66298.15;23867.33;9.5;14.59;14.59;171.34;171.34
270;1;2020-05-01T05:00:00Z;8.4;8.6;8.5;0;93.9;94.2;94.08;1.73;0.62;0.85;0.8;0.38;3837.8;3609.15;66299.88;23867.96;10.3;14.59;14.59;171.34;171.34
271;1;2020-05-01T06:00:00Z;8.7;9.3;8.95;0;90.1;93.8;92.58;41.33;14.88;5.7;0.1;0.68;3846.75;3609.15;66341.2;23882.83;10.4;14.59;14.59;171.34;171.34
272;1;2020-05-01T07:00:00Z;9.1;9.4;9.2;9.2;89.1;90.4;89.8;45.73;16.46;6.53;1.3;0.8;3855.95;3618.35;66386.93;23899.29;11.7;14.59;14.59;171.34;171.34
273;1;2020-05-01T08:00:00Z;9.2;9.6;9.45;9.45;87.3;89;88.1;121.33;43.68;16.05;0.2;0.95;3865.4;3627.8;66508.25;23942.97;11.9;14.59;14.59;171.34;171.34
