wetter_stunde_id;satz_id;zeit_wetter;Tmin_gradC;Tmax_gradC;Tmean_gradC;Tmean_th9_25_gradC;relLuftfeuchte_min_prozent;relLuftfeuchte_max_prozent;relLuftfeuchte_mean_prozent;globalstrahlung_Wh_m2;globalstrahlung_J_cm2;par_Wh_m2;niederschlag_mm;windgeschwindigkeit_m_s;Tmean_gradC_sum;Tmean_th9_25_gradC_sum;globalstrahlung_Wh_m2_sum;globalstrahlung_J_cm2_sum;niederschlag_mm_sum;tageslicht_h;tageslicht_h_th9;tageslicht_h_sum;tageslicht_h_th9_sum
7822;7;2022-06-27T21:00:00Z;16.8;18.6;17.75;17.75;72.6;79.7;75.48;0.08;0.03;0.27;0;0.6;7252.57;6857.13;90502.08;32580.75;48.8;16.2;16.2;227.04;227.04
7823;7;2022-06-27T22:00:00Z;15.1;16.5;15.88;15.88;81.3;86.1;83.85;0;0;0.2;0;0.3;7268.45;6873;90502.08;32580.75;48.8;16.2;16.2;227.04;227.04
7824;7;2022-06-27T23:00:00Z;14.2;14.6;14.4;14.4;89;91.8;90.65;0;0;0.2;0;0.6;7282.85;6887.4;90502.08;32580.75;48.8;16.2;16.2;227.04;227.04
7825;7;2022-06-28T00:00:00Z;13.5;14;13.7;13.7;91.9;92.7;92.33;0;0;0.2;0;0.6;7296.55;6901.1;90502.08;32580.75;48.8;16.2;16.2;243.24;243.24
7826;7;2022-06-28T01:00:00Z;13.2;13.5;13.33;13.33;92.7;92.9;92.78;0;0;0.2;0;0.9;7309.87;6914.42;90502.08;32580.75;48.8;16.2;16.2;243.24;243.24
7827;7;2022-06-28T02:00:00Z;12.6;13;12.78;12.78;92.9;93.4;93.2;0;0;0.2;0;0.45;7322.65;6927.2;90502.08;32580.75;48.8;16.2;16.2;243.24;243.24
7828;7;2022-06-28T03:00:00Z;12.3;12.4;12.35;12.35;93.5;94;93.78;0;0;0.2;0;0.58;7335;6939.55;90502.08;32580.75;48.8;16.2;16.2;243.24;243.24
7829;7;2022-06-28T04:00:00Z;12;12.2;12.15;12.15;93.9;94.2;94.03;2.22;0.8;0.85;0;0.55;7347.15;6951.7;90504.3;32581.55;48.8;16.2;16.2;243.24;243.24
7830;7;2022-06-28T05:00:00Z;11.7;14.9;13.2;13.2;91.5;94.5;93.28;69.12;24.89;5.93;0;0.17;7360.35;6964.9;90573.43;32606.43;48.8;16.2;16.2;243.24;243.24
7831;7;2022-06-28T06:00:00Z;14.2;15.5;14.85;14.85;85.9;88;87.35;136.32;49.08;17.18;0;0.5;7375.2;6979.75;90709.75;32655.51;48.8;16.2;16.2;243.24;243.24
7832;7;2022-06-28T07:00:00Z;16.8;19.7;18.15;18.15;69.6;79.6;74.95;362.68;130.56;36.03;0;0.38;7393.35;6997.9;91072.43;32786.07;48.8;16.2;16.2;243.24;243.24
7833;7;2022-06-28T08:00:00Z;18.6;20;19;19;68.3;73.2;71.33;508.4;183.02;53.58;0;1.12;7412.35;7016.9;91580.83;32969.1;48.8;16.2;16.2;243.24;243.24
7834;7;2022-06-28T09:00:00Z;18.5;21.1;19.78;19.78;58.8;69.8;65.05;644.2;231.91;71.18;0;1.1;7432.12;7036.67;92225.03;33201.01;48.8;16.2;16.2;243.24;243.24
7835;7;2022-06-28T10:00:00Z;21.3;22.1;21.5;21.5;48.4;54.6;52.18;821.6;295.78;91.3;0;1.48;7453.62;7058.17;93046.63;33496.78;48.8;16.2;16.2;243.24;243.24
7836;7;2022-06-28T11:00:00Z;22.2;23.1;22.78;22.78;42.2;44.8;43.35;905.15;325.85;101.33;0;1.48;7476.4;7080.95;93951.78;33822.64;48.8;16.2;16.2;243.24;243.24
7837;7;2022-06-28T12:00:00Z;23.1;23.9;23.58;23.58;41;44.3;42.85;938.65;337.91;105.93;0;1.75;7499.97;7104.52;94890.43;34160.55;48.8;16.2;16.2;243.24;243.24
7838;7;2022-06-28T13:00:00Z;24.1;24.9;24.42;24.42;36.4;39;37.77;926.62;333.58;104.65;0;1.78;7524.4;7128.95;95817.05;34494.14;48.8;16.2;16.2;243.24;243.24
7839;7;2022-06-28T14:00:00Z;25.2;25.8;25.45;25;36.9;38;37.58;860.98;309.95;96.38;0;1.68;7549.85;7153.95;96678.03;34804.09;48.8;16.2;16.2;243.24;243.24
7840;7;2022-06-28T15:00:00Z;25.7;26.3;26;25;34.4;36.7;35.85;771.1;277.6;85.08;0;2;7575.85;7178.95;97449.13;35081.68;48.8;16.2;16.2;243.24;243.24
7841;7;2022-06-28T16:00:00Z;26;26.3;26.18;25;34.3;34.6;34.4;635;228.6;67.95;0;2;7602.02;7203.95;98084.13;35310.28;48.8;16.2;16.2;243.24;243.24
7842;7;2022-06-28T17:00:00Z;25.7;26.6;26.18;25;34.3;34.8;34.45;443.65;159.71;46.5;0;1.8;7628.2;7228.95;98527.78;35470;48.8;16.2;16.2;243.24;243.24
7843;7;2022-06-28T18:00:00Z;24.7;25.7;25.23;25;35.6;40.7;37.65;157.32;56.64;18.32;0;1;7653.42;7253.95;98685.1;35526.64;48.8;16.2;16.2;243.24;243.24
7844;7;2022-06-28T19:00:00Z;22.4;24.1;23.23;23.23;43.7;47.9;45.83;67.18;24.18;8.75;0;0.92;7676.65;7277.17;98752.28;35550.82;48.8;16.2;16.2;243.24;243.24
7845;7;2022-06-28T20:00:00Z;21.6;22.1;21.85;21.85;48.1;48.7;48.33;22.45;8.08;2.68;0;1.25;7698.5;7299.02;98774.73;35558.9;48.8;16.2;16.2;243.24;243.24
7846;7;2022-06-28T21:00:00Z;20.7;21.4;21.18;21.18;48.7;51.1;49.75;0.05;0.02;0.25;0;1;7719.67;7320.2;98774.78;35558.92;48.8;16.2;16.2;243.24;243.24
7847;7;2022-06-28T22:00:00Z;19.6;20.3;19.98;19.98;51.7;55.6;53.6;0;0;0.2;0;0.88;7739.65;7340.18;98774.78;35558.92;48.8;16.2;16.2;243.24;243.24
7848;7;2022-06-28T23:00:00Z;19.3;20.6;19.95;19.95;51.2;66.7;58.68;0;0;0.2;0;0.43;7759.6;7360.12;98774.78;35558.92;48.8;16.2;16.2;243.24;243.24
7849;7;2022-06-29T00:00:00Z;18.3;19;18.55;18.55;64.5;67.5;65.85;0;0;0.2;0;0.35;7778.15;7378.68;98774.78;35558.92;48.8;16.18;16.18;259.42;259.42
7850;7;2022-06-29T01:00:00Z;17.9;18.3;18.1;18.1;66.6;69.4;67.85;0;0;0.2;0;0.25;7796.25;7396.78;98774.78;35558.92;48.8;16.18;16.18;259.42;259.42
7851;7;2022-06-29T02:00:00Z;17.9;18.4;18.15;18.15;62.5;68.9;64.62;0;0;0.2;0;0.6;7814.4;7414.92;98774.78;35558.92;48.8;16.18;16.18;259.42;259.42
7852;7;2022-06-29T03:00:00Z;18.5;18.6;18.58;18.58;61.9;62.6;62.25;0;0;0.2;0;0.52;7832.97;7433.5;98774.78;35558.92;48.8;16.18;16.18;259.42;259.42
7853;7;2022-06-29T04:00:00Z;18.5;18.6;18.55;18.55;61.9;62.6;62.3;0.03;0.01;0.35;0;0.63;7851.52;7452.05;98774.8;35558.93;48.8;16.18;16.18;259.42;259.42
7854;7;2022-06-29T05:00:00Z;18.5;18.8;18.65;18.65;62.5;64.4;63.25;5.55;2;1.4;0;0.45;7870.17;7470.7;98780.35;35560.93;48.8;16.18;16.18;259.42;259.42
7855;7;2022-06-29T06:00:00Z;18.7;18.8;18.77;18.77;64.7;67.5;66.2;28.9;10.4;4.2;0;0.62;7888.95;7489.47;98809.25;35571.33;48.8;16.18;16.18;259.42;259.42
7856;7;2022-06-29T07:00:00Z;19.4;21.4;20.23;20.23;62.1;66.4;64.65;169.32;60.96;19.88;0;0.55;7909.17;7509.7;98978.58;35632.29;48.8;16.18;16.18;259.42;259.42
7857;7;2022-06-29T08:00:00Z;22.5;24.4;23.62;23.62;50.3;59;54.65;515.85;185.71;53.88;0;0.98;7932.8;7533.32;99494.43;35817.99;48.8;16.18;16.18;259.42;259.42
7858;7;2022-06-29T09:00:00Z;23.8;24.9;24.23;24.23;51;52.5;51.93;526.45;189.52;58.65;0;1.35;7957.02;7557.55;100020.88;36007.51;48.8;16.18;16.18;259.42;259.42
7859;7;2022-06-29T10:00:00Z;23.6;24.2;23.88;23.88;53.7;57.5;56.33;296.25;106.65;36.25;0;0.9;7980.9;7581.42;100317.13;36114.16;48.8;16.18;16.18;259.42;259.42
7860;7;2022-06-29T11:00:00Z;23.7;24.9;24.38;24.38;56.3;57.8;57.15;531;191.16;62.12;0;1.38;8005.27;7605.8;100848.13;36305.32;48.8;16.18;16.18;259.42;259.42
7861;7;2022-06-29T12:00:00Z;25.3;25.7;25.55;25;53.5;55.5;54.68;602.75;216.99;71.6;0;1.2;8030.82;7630.8;101450.88;36522.31;48.8;16.18;16.18;259.42;259.42
7862;7;2022-06-29T13:00:00Z;26.2;27.2;26.55;25;51.6;54.1;53.15;764.93;275.37;88.75;0;1.33;8057.37;7655.8;102215.8;36797.69;48.8;16.18;16.18;259.42;259.42
7863;7;2022-06-29T14:00:00Z;28;28.7;28.3;25;43.6;46.4;44.5;842.8;303.41;95.28;0;1.33;8085.67;7680.8;103058.6;37101.1;48.8;16.18;16.18;259.42;259.42
7864;7;2022-06-29T15:00:00Z;28.8;29.5;29.18;25;43.3;43.9;43.58;759.4;273.38;83.93;0;1.12;8114.85;7705.8;103818;37374.48;48.8;16.18;16.18;259.42;259.42
7865;7;2022-06-29T16:00:00Z;28.9;29.8;29.3;25;43.3;46.1;44.6;576.9;207.68;62.35;0;0.95;8144.15;7730.8;104394.9;37582.16;48.8;16.18;16.18;259.42;259.42
7866;7;2022-06-29T17:00:00Z;29.4;29.7;29.48;25;43.6;45.1;44.48;441.75;159.03;46.58;0;0.73;8173.62;7755.8;104836.65;37741.19;48.8;16.18;16.18;259.42;259.42
7867;7;2022-06-29T18:00:00Z;29.3;30;29.73;25;43.7;45.7;44.65;268.05;96.5;27.65;0;0.5;8203.35;7780.8;105104.7;37837.69;48.8;16.18;16.18;259.42;259.42
7868;7;2022-06-29T19:00:00Z;27.6;29.9;28.92;25;45.4;54;48.95;118.85;42.79;12.2;0;0.65;8232.27;7805.8;105223.55;37880.48;48.8;16.18;16.18;259.42;259.42
7869;7;2022-06-29T20:00:00Z;22.7;26.1;24.3;24.3;58.5;69.2;64.2;18.95;6.82;3.02;0;0.6;8256.57;7830.1;105242.5;37887.3;48.8;16.18;16.18;259.42;259.42
7870;7;2022-06-29T21:00:00Z;21;22.2;21.6;21.6;71.5;76.1;73.95;0;0;0.25;0;0.3;8278.17;7851.7;105242.5;37887.3;48.8;16.18;16.18;259.42;259.42
7871;7;2022-06-29T22:00:00Z;20;20.7;20.33;20.33;76.9;78.4;77.68;0;0;0.2;0;0.35;8298.5;7872.03;105242.5;37887.3;48.8;16.18;16.18;259.42;259.42
7872;7;2022-06-29T23:00:00Z;20;20.4;20.18;20.18;78.7;80.1;79.4;0;0;0.2;0;0.35;8318.67;7892.2;105242.5;37887.3;48.8;16.18;16.18;259.42;259.42
7873;7;2022-06-30T00:00:00Z;19.2;19.9;19.55;19.55;80.4;84.3;81.98;0;0;0.2;0;0.28;8338.22;7911.75;105242.5;37887.3;48.8;16.17;16.17;275.59;275.59
7874;7;2022-06-30T01:00:00Z;17.7;18.8;18.2;18.2;85.3;87.4;86.45;0;0;0.2;0;0.3;8356.42;7929.95;105242.5;37887.3;48.8;16.17;16.17;275.59;275.59
7875;7;2022-06-30T02:00:00Z;17;17.5;17.27;17.27;88.7;90.7;89.75;0;0;0.2;0;0.25;8373.7;7947.23;105242.5;37887.3;48.8;16.17;16.17;275.59;275.59
7876;7;2022-06-30T03:00:00Z;16.4;16.9;16.7;16.7;91.2;92;91.62;0;0;0.2;0;0.23;8390.4;7963.92;105242.5;37887.3;48.8;16.17;16.17;275.59;275.59
7877;7;2022-06-30T04:00:00Z;16.2;16.4;16.3;16.3;92.3;93;92.8;1.7;0.61;0.75;0;0.2;8406.7;7980.23;105244.2;37887.91;48.8;16.17;16.17;275.59;275.59
7878;7;2022-06-30T05:00:00Z;16.2;18.9;17.35;17.35;89.8;93.6;92.15;62.2;22.39;5.75;0;0.18;8424.05;7997.58;105306.4;37910.3;48.8;16.17;16.17;275.59;275.59
7879;7;2022-06-30T06:00:00Z;19.7;21;20.28;20.28;76.8;84.2;79.88;115.85;41.71;16.62;0;0.65;8444.32;8017.85;105422.25;37952.01;48.8;16.17;16.17;275.59;275.59
7880;7;2022-06-30T07:00:00Z;21.3;23.9;22.55;22.55;66.6;74.6;70.9;336.25;121.05;35.05;0;0.45;8466.87;8040.4;105758.5;38073.06;48.8;16.17;16.17;275.59;275.59
7881;7;2022-06-30T08:00:00Z;23.8;24.9;24.45;24.45;64.6;67.1;65.33;514.1;185.08;54.1;0;0.75;8491.32;8064.85;106272.6;38258.14;48.8;16.17;16.17;275.59;275.59
7882;7;2022-06-30T09:00:00Z;25.3;26.6;26.03;25;61.5;65.3;63.1;662.12;238.36;72.33;0;0.88;8517.35;8089.85;106934.73;38496.5;48.8;16.17;16.17;275.59;275.59
7883;7;2022-06-30T10:00:00Z;26.5;28.1;27.25;25;56.5;62.1;58.95;786.4;283.1;87.42;0;1.05;8544.6;8114.85;107721.13;38779.6;48.8;16.17;16.17;275.59;275.59
7884;7;2022-06-30T11:00:00Z;28.3;29.5;28.9;25;42.3;54.6;48.73;876.7;315.61;97.28;0;0.98;8573.5;8139.85;108597.83;39095.22;48.8;16.17;16.17;275.59;275.59
7885;7;2022-06-30T12:00:00Z;29.5;30.5;29.98;25;43.5;45;44.45;915.53;329.59;102.7;0;0.98;8603.47;8164.85;109513.35;39424.81;48.8;16.17;16.17;275.59;275.59
7886;7;2022-06-30T13:00:00Z;30.1;30.5;30.4;25;40.6;42.9;41.73;908.22;326.96;101.7;0;1.33;8633.87;8189.85;110421.58;39751.77;48.8;16.17;16.17;275.59;275.59
7887;7;2022-06-30T14:00:00Z;30.7;31.5;31.18;25;35.2;39.8;37.03;841.5;302.94;93.53;0;1.4;8665.05;8214.85;111263.08;40054.71;48.8;16.17;16.17;275.59;275.59
7888;7;2022-06-30T15:00:00Z;31.4;32.1;31.58;25;33;34.7;33.58;716.55;257.96;79.55;0;1.62;8696.62;8239.85;111979.63;40312.66;48.8;16.17;16.17;275.59;275.59
7889;7;2022-06-30T16:00:00Z;31.5;31.6;31.55;25;31.7;32.9;32.38;602.78;217;65.03;0;1.78;8728.17;8264.85;112582.4;40529.66;48.8;16.17;16.17;275.59;275.59
7890;7;2022-06-30T17:00:00Z;30.1;31.6;30.88;25;31.6;36.2;33.83;243.77;87.76;27.68;0;1.23;8759.05;8289.85;112826.18;40617.42;48.8;16.17;16.17;275.59;275.59
7891;7;2022-06-30T18:00:00Z;27.9;29.7;28.95;25;38.8;47;42.5;48.68;17.52;6.58;0;1.83;8788;8314.85;112874.85;40634.95;48.8;16.17;16.17;275.59;275.59
7892;7;2022-06-30T19:00:00Z;25.1;26.4;26;25;52.2;59.3;55.48;39.58;14.25;4.9;0;2.93;8814;8339.85;112914.43;40649.19;48.8;16.17;16.17;275.59;275.59
7893;7;2022-06-30T20:00:00Z;19.9;22.3;21.03;21.03;65.2;69.7;67.93;7.6;2.74;0.98;0;4.43;8835.02;8360.88;112922.03;40651.93;48.8;16.17;16.17;275.59;275.59
7894;7;2022-06-30T21:00:00Z;18.7;19.5;19.1;19.1;70.5;71.4;71.03;0;0;0.22;0;3.78;8854.12;8379.98;112922.03;40651.93;48.8;16.17;16.17;275.59;275.59
7895;7;2022-06-30T22:00:00Z;17.1;18.7;18.2;18.2;68.3;76.3;71;0;0;0.2;0.3;2.22;8872.32;8398.18;112922.03;40651.93;49.1;16.17;16.17;275.59;275.59
7896;7;2022-06-30T23:00:00Z;16.5;16.6;16.55;16.55;77.3;80.6;78.95;0;0;0.2;0;1.68;8888.87;8414.73;112922.03;40651.93;49.1;16.17;16.17;275.59;275.59
7897;7;2022-07-01T00:00:00Z;15.3;16.6;16.08;16.08;76.9;84.1;79.62;0;0;0.2;0.5;1.45;8904.95;8430.8;112922.03;40651.93;49.6;16.16;16.16;291.75;291.75
7898;7;2022-07-01T01:00:00Z;15;15.1;15.05;15.05;85.5;86.4;85.8;0;0;0.2;0;0.83;8920;8445.85;112922.03;40651.93;49.6;16.16;16.16;291.75;291.75
7899;7;2022-07-01T02:00:00Z;14.9;15.1;14.98;14.98;85.9;87.6;86.9;0;0;0.2;0.1;0.95;8934.97;8460.83;112922.03;40651.93;49.7;16.16;16.16;291.75;291.75
7900;7;2022-07-01T03:00:00Z;14.8;14.9;14.83;14.83;84.9;86.4;85.58;0;0;0.2;0;1.15;8949.8;8475.65;112922.03;40651.93;49.7;16.16;16.16;291.75;291.75
7901;7;2022-07-01T04:00:00Z;14.4;14.7;14.53;14.53;83.5;83.9;83.7;0.28;0.1;0.38;0;0.78;8964.32;8490.18;112922.3;40652.03;49.7;16.16;16.16;291.75;291.75
7902;7;2022-07-01T05:00:00Z;14.4;14.5;14.47;14.47;81;83.9;82.25;9.68;3.48;2;0;1;8978.8;8504.65;112931.98;40655.51;49.7;16.16;16.16;291.75;291.75
7903;7;2022-07-01T06:00:00Z;14.6;15.1;14.88;14.88;76.7;78.8;77.6;64.5;23.22;8.5;0;1.18;8993.67;8519.53;112996.48;40678.73;49.7;16.16;16.16;291.75;291.75
7904;7;2022-07-01T07:00:00Z;15.4;16.3;16;16;72.6;76.2;74.03;146.75;52.83;17.58;0;0.58;9009.67;8535.53;113143.23;40731.56;49.7;16.16;16.16;291.75;291.75
7905;7;2022-07-01T08:00:00Z;15.8;16.1;15.95;15.95;74.4;76.1;75.12;87.88;31.64;12.03;0;0.6;9025.62;8551.48;113231.1;40763.2;49.7;16.16;16.16;291.75;291.75
7906;7;2022-07-01T09:00:00Z;16.1;16.9;16.48;16.48;70.5;74.1;72.38;160.88;57.92;20.28;0;0.83;9042.1;8567.95;113391.98;40821.11;49.7;16.16;16.16;291.75;291.75
7907;7;2022-07-01T10:00:00Z;17.3;18.1;17.85;17.85;66;70;67.22;365.78;131.68;44.65;0;1.18;9059.95;8585.8;113757.75;40952.79;49.7;16.16;16.16;291.75;291.75
7908;7;2022-07-01T11:00:00Z;18.3;19.3;18.85;18.85;59.7;65.3;62.38;392.2;141.19;46.9;0;1;9078.8;8604.65;114149.95;41093.98;49.7;16.16;16.16;291.75;291.75
7909;7;2022-07-01T12:00:00Z;19.4;19.9;19.62;19.62;58.2;60.4;59.25;487.47;175.49;59.3;0;1.5;9098.42;8624.28;114637.43;41269.47;49.7;16.16;16.16;291.75;291.75
7910;7;2022-07-01T13:00:00Z;19.8;20.9;20.28;20.28;53.4;57.8;55.95;316.05;113.78;38.38;0;0.98;9118.7;8644.55;114953.48;41383.25;49.7;16.16;16.16;291.75;291.75
7911;7;2022-07-01T14:00:00Z;20.7;21.8;21.38;21.38;48.7;54.3;51.38;668.82;240.78;75.5;0;1.93;9140.07;8665.93;115622.3;41624.03;49.7;16.16;16.16;291.75;291.75
7912;7;2022-07-01T15:00:00Z;20.2;21.4;21;21;48.6;53.9;50.4;349.12;125.68;41.2;0;1.05;9161.07;8686.93;115971.43;41749.71;49.7;16.16;16.16;291.75;291.75
7913;7;2022-07-01T16:00:00Z;21.8;22.8;22.23;22.23;45.9;48.6;47.9;302.9;109.04;35.73;0;0.73;9183.3;8709.15;116274.33;41858.76;49.7;16.16;16.16;291.75;291.75
7914;7;2022-07-01T17:00:00Z;21.6;22.1;21.78;21.78;44.3;46.3;45.4;108.52;39.07;13.4;0;0.85;9205.07;8730.93;116382.85;41897.83;49.7;16.16;16.16;291.75;291.75
7915;7;2022-07-01T18:00:00Z;21.6;22.2;21.78;21.78;44.6;46.5;45.48;140.38;50.53;16.48;0;0.95;9226.85;8752.7;116523.23;41948.36;49.7;16.16;16.16;291.75;291.75
7916;7;2022-07-01T19:00:00Z;21.5;22.5;22.05;22.05;42.8;46.7;44.88;117.53;42.31;11.83;0;0.92;9248.9;8774.75;116640.75;41990.67;49.7;16.16;16.16;291.75;291.75
7917;7;2022-07-01T20:00:00Z;17;21.5;19.15;19.15;49.6;65.3;58.08;19.6;7.06;2.98;0;0.68;9268.05;8793.9;116660.35;41997.73;49.7;16.16;16.16;291.75;291.75
7918;7;2022-07-01T21:00:00Z;15.8;16.7;16.25;16.25;64.4;65.6;65;0;0;0.25;0;0.83;9284.3;8810.15;116660.35;41997.73;49.7;16.16;16.16;291.75;291.75
7919;7;2022-07-01T22:00:00Z;14.9;16;15.48;15.48;63.2;67.7;65.15;0;0;0.2;0;1.1;9299.77;8825.63;116660.35;41997.73;49.7;16.16;16.16;291.75;291.75
7920;7;2022-07-01T23:00:00Z;12.8;14.5;13.55;13.55;69.4;77.2;73.68;0;0;0.2;0;0.5;9313.32;8839.18;116660.35;41997.73;49.7;16.16;16.16;291.75;291.75
7921;7;2022-07-02T00:00:00Z;11.8;12.9;12.38;12.38;76;81.3;78.18;0;0;0.2;0;0.28;9325.7;8851.55;116660.35;41997.73;49.7;16.14;16.14;307.89;307.89
7922;7;2022-07-02T01:00:00Z;10.9;11.5;11.25;11.25;82.5;85.3;83.38;0;0;0.2;0;0.3;9336.95;8862.8;116660.35;41997.73;49.7;16.14;16.14;307.89;307.89
7923;7;2022-07-02T02:00:00Z;10.4;10.8;10.53;10.53;86.2;88.9;87.68;0;0;0.2;0;0.45;9347.47;8873.33;116660.35;41997.73;49.7;16.14;16.14;307.89;307.89
7924;7;2022-07-02T03:00:00Z;9.8;10.3;10;10;89;89.9;89.35;0;0;0.2;0;0.15;9357.47;8883.33;116660.35;41997.73;49.7;16.14;16.14;307.89;307.89
7925;7;2022-07-02T04:00:00Z;9.8;10.1;9.9;9.9;90.6;91.4;90.9;1.78;0.64;0.75;0;0.35;9367.37;8893.23;116662.12;41998.37;49.7;16.14;16.14;307.89;307.89
7926;7;2022-07-02T05:00:00Z;10.1;13.8;11.75;11.75;81.3;90.9;87.38;63.13;22.73;5.62;0;0.18;9379.12;8904.98;116725.25;42021.09;49.7;16.14;16.14;307.89;307.89
7927;7;2022-07-02T06:00:00Z;15.8;17.6;16.85;16.85;63.8;70.6;66.55;107.43;38.67;16.35;0;0.18;9395.97;8921.83;116832.68;42059.76;49.7;16.14;16.14;307.89;307.89
7928;7;2022-07-02T07:00:00Z;17;18.1;17.55;17.55;64.5;67;65.7;351.5;126.54;36.58;0;0.48;9413.52;8939.38;117184.18;42186.3;49.7;16.14;16.14;307.89;307.89
7929;7;2022-07-02T08:00:00Z;18;19.6;18.78;18.78;57.9;65.1;61.95;540.53;194.59;56.5;0;1.03;9432.3;8958.15;117724.7;42380.89;49.7;16.14;16.14;307.89;307.89
7930;7;2022-07-02T09:00:00Z;19.9;21.9;21.05;21.05;53.2;56.5;54.5;687.98;247.67;74.95;0;0.88;9453.35;8979.2;118412.68;42628.56;49.7;16.14;16.14;307.89;307.89
7931;7;2022-07-02T10:00:00Z;22.2;23.3;22.95;22.95;46.1;52.3;49.15;811.38;292.1;89.68;0;1.1;9476.3;9002.15;119224.05;42920.66;49.7;16.14;16.14;307.89;307.89
7932;7;2022-07-02T11:00:00Z;23.6;24.2;23.88;23.88;42.3;44;42.85;888.15;319.73;98.2;0;1.6;9500.17;9026.02;120112.2;43240.39;49.7;16.14;16.14;307.89;307.89
7933;7;2022-07-02T12:00:00Z;24.6;25.3;24.98;24.98;39.1;41.3;40.35;926.92;333.69;104.23;0;1.88;9525.15;9051;121039.12;43574.09;49.7;16.14;16.14;307.89;307.89
7934;7;2022-07-02T13:00:00Z;25.4;26;25.68;25;38;39.3;38.78;919.3;330.95;103.5;0;1.98;9550.82;9076;121958.43;43905.03;49.7;16.14;16.14;307.89;307.89
7935;7;2022-07-02T14:00:00Z;26.3;26.8;26.55;25;38;38.8;38.48;847;304.92;94.85;0;1.98;9577.37;9101;122805.43;44209.95;49.7;16.14;16.14;307.89;307.89
7936;7;2022-07-02T15:00:00Z;27;27.4;27.2;25;37.2;38.3;37.6;749.28;269.74;83.03;0;1.83;9604.57;9126;123554.7;44479.69;49.7;16.14;16.14;307.89;307.89
7937;7;2022-07-02T16:00:00Z;27.3;27.7;27.45;25;35.8;36.8;36.4;616.7;222.01;66.53;0;1.88;9632.02;9151;124171.4;44701.7;49.7;16.14;16.14;307.89;307.89
7938;7;2022-07-02T17:00:00Z;27.2;27.6;27.4;25;35.1;36.3;35.9;464.65;167.27;49.05;0;1.8;9659.42;9176;124636.05;44868.98;49.7;16.14;16.14;307.89;307.89
7939;7;2022-07-02T18:00:00Z;27.4;27.8;27.58;25;36.1;36.4;36.3;296.83;106.86;29.77;0;1.35;9687;9201;124932.87;44975.84;49.7;16.14;16.14;307.89;307.89
7940;7;2022-07-02T19:00:00Z;26.6;27.3;26.98;25;36;39.5;37.8;132.68;47.76;12.18;0;1.3;9713.97;9226;125065.55;45023.6;49.7;16.14;16.14;307.89;307.89
7941;7;2022-07-02T20:00:00Z;21.4;26.2;24.1;24.1;40.7;56;47.85;15.97;5.75;2.98;0;0.48;9738.07;9250.1;125081.52;45029.35;49.7;16.14;16.14;307.89;307.89
7942;7;2022-07-02T21:00:00Z;18.7;21;20.02;20.02;56.9;62.9;59.15;0;0;0.25;0;1.07;9758.1;9270.12;125081.52;45029.35;49.7;16.14;16.14;307.89;307.89
7943;7;2022-07-02T22:00:00Z;17;18.3;17.68;17.68;64.3;68.7;66.35;0;0;0.2;0;0.75;9775.77;9287.8;125081.52;45029.35;49.7;16.14;16.14;307.89;307.89
7944;7;2022-07-02T23:00:00Z;16.1;16.7;16.38;16.38;69.9;72.2;71.23;0;0;0.2;0;0.8;9792.15;9304.17;125081.52;45029.35;49.7;16.14;16.14;307.89;307.89
7945;7;2022-07-03T00:00:00Z;15.3;16;15.65;15.65;72.5;75.5;74.05;0;0;0.2;0;0.48;9807.8;9319.82;125081.52;45029.35;49.7;16.13;16.13;324.02;324.02
7946;7;2022-07-03T01:00:00Z;14.6;15.2;14.8;14.8;76.2;78.9;77.65;0;0;0.2;0;0.35;9822.6;9334.62;125081.52;45029.35;49.7;16.13;16.13;324.02;324.02
7947;7;2022-07-03T02:00:00Z;13.3;14.4;13.83;13.83;80.5;85.1;82.95;0;0;0.2;0;0.25;9836.42;9348.45;125081.52;45029.35;49.7;16.13;16.13;324.02;324.02
7948;7;2022-07-03T03:00:00Z;12.6;13;12.78;12.78;85.8;88.7;87.48;0;0;0.2;0;0.25;9849.2;9361.22;125081.52;45029.35;49.7;16.13;16.13;324.02;324.02
7949;7;2022-07-03T04:00:00Z;12.3;12.6;12.48;12.48;88.7;90.3;89.5;1.8;0.65;0.73;0;0.25;9861.67;9373.7;125083.32;45030;49.7;16.13;16.13;324.02;324.02
7950;7;2022-07-03T05:00:00Z;12.7;15.9;14.12;14.12;78.6;90.4;86.5;59.7;21.49;5.48;0;0.35;9875.8;9387.82;125143.02;45051.49;49.7;16.13;16.13;324.02;324.02
7951;7;2022-07-03T06:00:00Z;16.7;19.3;18.3;18.3;66.1;74;68.7;105.38;37.94;15.6;0;0.3;9894.1;9406.12;125248.4;45089.42;49.7;16.13;16.13;324.02;324.02
7952;7;2022-07-03T07:00:00Z;19.1;21.7;19.95;19.95;58.7;66.2;63.9;342.58;123.33;36.12;0;0.5;9914.05;9426.07;125590.97;45212.75;49.7;16.13;16.13;324.02;324.02
7953;7;2022-07-03T08:00:00Z;21.2;23;21.85;21.85;53.1;59;56.83;525.88;189.32;55.7;0;0.73;9935.9;9447.92;126116.85;45402.07;49.7;16.13;16.13;324.02;324.02
7954;7;2022-07-03T09:00:00Z;23.9;25;24.48;24.48;51.5;51.9;51.7;674.58;242.85;74.3;0;0.7;9960.37;9472.4;126791.42;45644.91;49.7;16.13;16.13;324.02;324.02
