"tage_seit_aussaat";"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"wetter_id";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"par_Wh_m2";"windgeschwindigkeit_m_s";"FAO56_mm";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"FAO56_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"wasser_input_Vortag"
5;91.88;95.6;97.47;101.19;98.82;98.3;262;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;664.78;2.14;3.5;14.05;14.05;59.87;59.87;31193.68;0;16.3;69.65;69.65;20;30;50;1.2;92.71;96.65;98.61;102.55;99.46;98.34;0
6;92.17;95.13;96.61;99.57;98.08;98.08;263;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;428.72;2.15;2.7;14.11;14.11;72.89;72.89;34931.4;0;19;83.76;83.76;20;30;50;1.2;91.88;95.6;97.47;101.19;98.82;98.3;7.5
7;91.57;94.51;95.97;98.91;97.59;97.75;264;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;244.12;0.98;1.7;14.16;14.16;85.33;85.33;36861.6;0;20.7;97.92;97.92;20;30;50;1.2;92.17;95.13;96.61;99.57;98.08;98.08;0
8;91.2;94.06;95.48;98.34;97.19;97.47;265;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;514.2;1.18;2.4;14.22;14.22;95.71;95.71;41459.43;0.2;23.1;112.14;112.14;20;30;50;1.2;91.57;94.51;95.97;98.91;97.59;97.75;0
9;89.99;93.07;94.61;97.69;96.88;97.62;266;8.65;0;5.8;10;85.22;79.8;91;1218;176.98;1.18;1;14.28;0;104.36;95.71;42677.43;8.2;24.1;126.42;112.14;20;30;50;1.2;91.2;94.06;95.48;98.34;97.19;97.47;0.2
10;96.9;96.56;96.4;96.06;96.62;97.02;267;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;737;1.59;3.5;14.34;14.34;116.84;108.19;49486.22;8.2;27.6;140.76;126.48;20;30;50;1.2;89.99;93.07;94.61;97.69;96.88;97.62;8
11;99.54;98.22;97.55;96.23;97.02;97.16;268;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;763.3;0.89;3.6;14.39;14.39;130.35;121.7;56695.68;8.2;31.2;155.15;140.87;20;30;50;1.2;96.9;96.56;96.4;96.06;96.62;97.02;0
12;105.14;101.16;99.16;95.18;97.21;97.25;269;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;503.58;1.52;2.9;14.45;14.45;144.15;135.5;61168.18;8.2;34.1;169.6;155.32;20;30;50;1.2;99.54;98.22;97.55;96.23;97.02;97.16;7.6
13;104.75;100.89;98.97;95.11;96.93;96.81;270;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;269.9;1.69;1.6;14.5;14.5;154.74;146.09;63254.28;10.3;35.7;184.1;169.82;20;30;50;1.2;105.14;101.16;99.16;95.18;97.21;97.25;0
14;103.47;100.35;98.79;95.67;96.82;96.42;271;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;492.98;1.24;2.6;14.56;14.56;167.66;159.01;67511.77;10.3;38.3;198.66;184.38;20;30;50;1.2;104.75;100.89;98.97;95.11;96.93;96.81;2.1
15;102.05;99.89;98.81;96.65;97.2;96.68;272;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;677.75;1.2;3.5;14.61;14.61;182.65;174;73691.65;10.3;41.8;213.27;198.99;20;30;50;1.2;103.47;100.35;98.79;95.67;96.82;96.42;0
16;107.1;102.36;99.98;95.24;97.06;96.5;273;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;601.42;1.83;3.8;14.67;14.67;199.59;190.94;79026.02;10.3;45.6;227.94;213.66;20;30;50;1.2;102.05;99.89;98.81;96.65;97.2;96.68;7.6
17;105.1;101.48;99.66;96.04;97.08;96.3;274;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;587.22;1.7;3.7;14.72;14.72;215.89;207.24;84337.55;10.4;49.3;242.66;228.38;20;30;50;1.2;107.1;102.36;99.98;95.24;97.06;96.5;0
18;100.84;99.18;98.34;96.68;96.87;96.23;275;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;321.1;0.9;2;14.77;14.77;230.46;221.81;86929.98;11.1;51.3;257.43;243.15;20;30;50;1.2;105.1;101.48;99.66;96.04;97.08;96.3;0.1
19;100.04;98.72;98.06;96.74;96.82;96.24;276;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;738.05;1.22;4;14.83;14.83;246.38;237.73;93622.12;11.1;55.3;272.26;257.98;20;30;50;1.2;100.84;99.18;98.34;96.68;96.87;96.23;0.7
20;139.14;120.9;111.78;93.54;98.75;94.85;277;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;745.38;1.03;3.9;14.88;14.88;262.85;254.2;100387.48;11.1;59.2;287.14;272.86;20;30;50;1.2;100.04;98.72;98.06;96.74;96.82;96.24;16.8
21;130.38;128.5;127.56;125.68;110.51;94.41;278;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;512.9;1.52;3.1;14.93;14.93;279.6;270.95;104918.75;15.4;62.3;302.07;287.79;20;30;50;1.2;139.14;120.9;111.78;93.54;98.75;94.85;10.5
22;121.56;124.98;126.68;130.1;116.6;104.82;279;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;811.9;0.96;4.3;14.98;14.98;297.1;288.45;112333.18;15.4;66.6;317.05;302.77;20;30;50;1.2;130.38;128.5;127.56;125.68;110.51;94.41;4.3
23;115.51;117.63;118.7;120.82;113.99;108.23;280;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;651.98;0.82;3.7;15.03;15.03;315.44;306.79;118139.57;15.4;70.3;332.08;317.8;20;30;50;1.2;121.56;124.98;126.68;130.1;116.6;104.82;4.2
24;107.39;111.33;113.29;117.23;111.71;108.17;281;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;824.08;1.74;5.2;15.08;15.08;336.68;328.03;125587;15.4;75.5;347.16;332.88;20;30;50;1.2;115.51;117.63;118.7;120.82;113.99;108.23;0
25;101.87;106.59;108.94;113.66;109.41;107.53;282;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;784.98;1.55;4.7;15.13;15.13;356.36;347.71;132647.85;15.4;80.2;362.29;348.01;20;30;50;1.2;107.39;111.33;113.29;117.23;111.71;108.17;0
26;95;101.64;104.96;111.6;107.33;106.39;283;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;805.98;1.43;4.4;15.18;15.18;372.91;364.26;140041;15.4;84.6;377.47;363.19;20;30;50;1.2;101.87;106.59;108.94;113.66;109.41;107.53;0
27;85.16;95.58;100.79;111.21;105.77;105.53;284;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;843.4;0.97;4.6;15.22;15.22;390.69;382.04;147696.75;15.4;89.2;392.69;378.41;20;30;50;1.2;95;101.64;104.96;111.6;107.33;106.39;0
28;122.02;121.62;121.41;121.01;112.9;104.58;285;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;804.1;1.16;4.6;15.27;15.27;409.78;401.13;155032.7;15.4;93.8;407.96;393.68;20;30;50;1.2;85.16;95.58;100.79;111.21;105.77;105.53;24.9
29;114.51;115.77;116.41;117.67;112.99;108.95;286;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;502.78;1.1;3.1;15.32;15.32;428.08;419.43;159325.7;24.6;96.9;423.28;409;20;30;50;1.2;122.02;121.62;121.41;121.01;112.9;104.58;0
30;111.19;112.77;113.55;115.13;110.9;107.46;287;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;815.98;0.78;4.4;15.36;15.36;447.95;439.3;166526.6;24.6;101.3;438.64;424.36;20;30;50;1.2;114.51;115.77;116.41;117.67;112.99;108.95;9.2
31;93.22;102;106.39;115.17;109.11;107.43;288;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;842.45;0.95;5;15.41;15.41;470;461.35;174013.9;24.6;106.3;454.05;439.77;20;30;50;1.2;111.19;112.77;113.55;115.13;110.9;107.46;0
32;73.79;90.15;98.34;114.7;106.69;106.87;289;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;652.28;1.13;4.2;15.45;15.45;491.1;482.45;179820.4;28.9;110.5;469.5;455.22;20;30;50;1.2;93.22;102;106.39;115.17;109.11;107.43;0
33;65.85;83.85;92.86;110.86;103.77;105.67;290;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;582.95;1.46;3.6;15.49;15.49;511.84;503.19;184921.58;35.1;114.1;484.99;470.71;20;30;50;1.2;73.79;90.15;98.34;114.7;106.69;106.87;4.3
34;58.84;78.1;87.74;107;101.25;105.13;291;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;679.45;1.49;3.8;15.53;15.53;528.24;519.59;190875.78;35.1;117.9;500.52;486.24;20;30;50;1.2;65.85;83.85;92.86;110.86;103.77;105.67;6.2
35;51.69;72.31;82.63;103.25;98.73;104.51;292;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;824.78;0.9;4.3;15.57;15.57;546.06;537.41;198202.45;35.1;122.2;516.09;501.81;20;30;50;1.2;58.84;78.1;87.74;107;101.25;105.13;0
36;46.09;67.39;78.03;99.33;96.35;104.03;293;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;576.28;1.36;3.4;15.61;15.61;564.97;556.32;203180.78;38.9;125.6;531.7;517.42;20;30;50;1.2;51.69;72.31;82.63;103.25;98.73;104.51;0
37;45.04;64.74;74.6;94.3;93.5;102.54;294;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;714.15;1.67;3.8;15.65;15.65;581.13;572.48;209507.62;41.7;129.4;547.35;533.07;20;30;50;1.2;46.09;67.39;78.03;99.33;96.35;104.03;8.7
38;44.78;63.06;72.2;90.48;91.49;101.63;295;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;793.9;1.34;4.2;15.69;15.69;597.16;588.51;216615.98;41.7;133.6;563.04;548.76;20;30;50;1.2;45.04;64.74;74.6;94.3;93.5;102.54;2.8
39;79.33;91.19;97.11;108.97;98.96;94.88;296;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;618.1;1.43;3.7;15.73;15.73;615.1;606.45;221946.9;41.7;137.3;578.77;564.49;20;30;50;1.2;44.78;63.06;72.2;90.48;91.49;101.63;31.6
40;100.92;103.56;104.88;107.52;101.21;96.23;297;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;534.42;2.1;3.5;15.76;15.76;632.06;623.41;226499.4;42.2;140.8;594.53;580.25;20;30;50;1.2;79.33;91.19;97.11;108.97;98.96;94.88;0
41;82.83;92.11;96.74;106.02;99.36;97.34;298;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;820.58;1.81;4.2;15.8;15.8;645.99;637.35;233930.4;42.2;145;610.33;596.05;20;30;50;1.2;100.92;103.56;104.88;107.52;101.21;96.23;0.5
42;113.37;114.37;114.87;115.87;104.52;93.66;299;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;695.3;1.66;3.8;15.83;15.83;658.72;650.07;240198.38;42.2;148.8;626.16;611.88;20;30;50;1.2;82.83;92.11;96.74;106.02;99.36;97.34;22.9
43;106.76;108.88;109.94;112.06;104.6;98.2;300;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;564.32;0.95;2.9;15.86;15.86;671.31;662.66;245119.22;42.2;151.7;642.02;627.74;20;30;50;1.2;113.37;114.37;114.87;115.87;104.52;93.66;0
44;94.03;99.31;101.95;107.23;101.98;99.38;301;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;669.18;1.02;3.6;15.89;15.89;686.34;677.69;251110.55;42.2;155.3;657.91;643.63;20;30;50;1.2;106.76;108.88;109.94;112.06;104.6;98.2;0
45;79.27;88.93;93.77;103.43;98.84;99.08;302;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;766.8;1.57;4.4;15.92;15.92;702.57;693.92;257932.7;42.2;159.7;673.83;659.55;20;30;50;1.2;94.03;99.31;101.95;107.23;101.98;99.38;0
46;65.31;78.07;84.44;97.2;94.7;98.58;303;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;860.02;1.09;4.6;15.95;15.95;718.78;710.14;265909.62;42.2;164.3;689.78;675.5;20;30;50;1.2;79.27;88.93;93.77;103.43;98.84;99.08;0
47;59.1;71.72;78.02;90.64;91.52;98.7;304;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;588.32;0.87;3.5;15.98;15.98;737.32;728.67;270966.1;42.9;167.8;705.76;691.48;20;30;50;1.2;65.31;78.07;84.44;97.2;94.7;98.58;0
3;97.42;97.68;97.82;98.08;98.83;99.71;260;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;708.28;1.83;3.5;13.93;13.93;34.5;34.5;20294.88;0;10;41.61;41.61;20;30;50;1.2;59.1;71.72;78.02;90.64;91.52;98.7;0.7
4;92.73;94.87;95.95;98.09;98.25;99.49;261;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;539.52;1.66;2.8;13.99;13.99;46.31;46.31;25092.58;0;12.8;55.6;55.6;20;30;50;1.2;97.42;97.68;97.82;98.08;98.83;99.71;0
5;92.14;94.36;95.48;97.7;97.97;99.35;262;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;664.78;2.14;3.5;14.05;14.05;59.87;59.87;31193.68;0;16.3;69.65;69.65;20;30;50;1.2;92.73;94.87;95.95;98.09;98.25;99.49;0
6;93.09;94.67;95.46;97.04;97.68;99.1;263;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;428.72;2.15;2.7;14.11;14.11;72.89;72.89;34931.4;0;19;83.76;83.76;20;30;50;1.2;92.14;94.36;95.48;97.7;97.97;99.35;7.1
7;92.2;94.04;94.95;96.79;97.42;98.98;264;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;244.12;0.98;1.7;14.16;14.16;85.33;85.33;36861.6;0;20.7;97.92;97.92;20;30;50;1.2;93.09;94.67;95.46;97.04;97.68;99.1;0
8;91.67;93.57;94.52;96.42;97.16;98.84;265;10.39;10.39;5.7;17.2;73.94;49.3;90.8;4597.82;514.2;1.18;2.4;14.22;14.22;95.71;95.71;41459.43;0.2;23.1;112.14;112.14;20;30;50;1.2;92.2;94.04;94.95;96.79;97.42;98.98;0
9;91.09;93.13;94.16;96.2;96.87;98.57;266;8.65;0;5.8;10;85.22;79.8;91;1218;176.98;1.18;1;14.28;0;104.36;95.71;42677.43;8.2;24.1;126.42;112.14;20;30;50;1.2;91.67;93.57;94.52;96.42;97.16;98.84;0.2
10;98.8;96.92;95.98;94.1;96.83;98.61;267;12.48;12.48;7.1;19.3;67.43;33.7;91.4;6808.8;737;1.59;3.5;14.34;14.34;116.84;108.19;49486.22;8.2;27.6;140.76;126.48;20;30;50;1.2;91.09;93.13;94.16;96.2;96.87;98.57;8
11;100.01;97.57;96.35;93.91;96.83;98.53;268;13.51;13.51;4.3;20.9;62.18;36.3;92.7;7209.45;763.3;0.89;3.6;14.39;14.39;130.35;121.7;56695.68;8.2;31.2;155.15;140.87;20;30;50;1.2;98.8;96.92;95.98;94.1;96.83;98.61;0
12;108.2;101.72;98.49;92.01;96.8;98.36;269;13.8;13.8;6.8;20.6;63.02;34.5;88.9;4472.5;503.58;1.52;2.9;14.45;14.45;144.15;135.5;61168.18;8.2;34.1;169.6;155.32;20;30;50;1.2;100.01;97.57;96.35;93.91;96.83;98.53;7.1
13;107.38;101.32;98.3;92.24;96.68;98.1;270;10.59;10.59;9.5;12;75.34;65.4;82.9;2086.1;269.9;1.69;1.6;14.5;14.5;154.74;146.09;63254.28;10.3;35.7;184.1;169.82;20;30;50;1.2;108.2;101.72;98.49;92.01;96.8;98.36;0
14;104.97;100.21;97.84;93.08;96.69;97.91;271;12.92;12.92;9.1;17.4;66.27;54.4;76.7;4257.5;492.98;1.24;2.6;14.56;14.56;167.66;159.01;67511.77;10.3;38.3;198.66;184.38;20;30;50;1.2;107.38;101.32;98.3;92.24;96.68;98.1;2.1
15;102.63;99.15;97.4;93.92;96.91;98.15;272;14.99;14.99;9;21.1;63.02;41.2;83.4;6179.88;677.75;1.2;3.5;14.61;14.61;182.65;174;73691.65;10.3;41.8;213.27;198.99;20;30;50;1.2;104.97;100.21;97.84;93.08;96.69;97.91;0
16;109.35;102.51;99.08;92.24;96.91;98.15;273;16.95;16.95;13;22.4;56.63;44.5;68.9;5334.38;601.42;1.83;3.8;14.67;14.67;199.59;190.94;79026.02;10.3;45.6;227.94;213.66;20;30;50;1.2;102.63;99.15;97.4;93.92;96.91;98.15;7.1
17;105.87;100.93;98.47;93.53;97.05;98.09;274;16.3;16.3;12.7;21.3;58.05;46.3;71;5311.52;587.22;1.7;3.7;14.72;14.72;215.89;207.24;84337.55;10.4;49.3;242.66;228.38;20;30;50;1.2;109.35;102.51;99.08;92.24;96.91;98.15;0
18;101.84;98.94;97.48;94.58;97.04;98.04;275;14.57;14.57;10.7;17.6;62.47;49.6;79.6;2592.43;321.1;0.9;2;14.77;14.77;230.46;221.81;86929.98;11.1;51.3;257.43;243.15;20;30;50;1.2;105.87;100.93;98.47;93.53;97.05;98.09;0.1
19;100.82;98.34;97.11;94.63;96.98;98.1;276;15.92;15.92;9.4;22.6;55.86;33.7;84.4;6692.15;738.05;1.22;4;14.83;14.83;246.38;237.73;93622.12;11.1;55.3;272.26;257.98;20;30;50;1.2;101.84;98.94;97.48;94.58;97.04;98.04;0.7
20;129.8;115.48;108.33;94.01;99.11;97.05;277;16.47;16.47;6.5;23.7;59.98;36.9;91.4;6765.35;745.38;1.03;3.9;14.88;14.88;262.85;254.2;100387.48;11.1;59.2;287.14;272.86;20;30;50;1.2;100.82;98.34;97.11;94.63;96.98;98.1;15.4
21;121.67;120.21;119.47;118.01;111.07;103.39;278;16.75;16.75;11.6;22.2;69.17;48.2;92.6;4531.27;512.9;1.52;3.1;14.93;14.93;279.6;270.95;104918.75;15.4;62.3;302.07;287.79;20;30;50;1.2;129.8;115.48;108.33;94.01;99.11;97.05;9.6
22;117.45;116.87;116.58;116;115.65;115.01;279;17.5;17.5;10;25.4;64.69;36.8;90.8;7414.42;811.9;0.96;4.3;14.98;14.98;297.1;288.45;112333.18;15.4;66.6;317.05;302.77;20;30;50;1.2;121.67;120.21;119.47;118.01;111.07;103.39;4.3
23;112.76;111.84;111.38;110.46;112.81;114.69;280;18.34;18.34;9.2;26.7;64.43;37.4;93.2;5806.4;651.98;0.82;3.7;15.03;15.03;315.44;306.79;118139.57;15.4;70.3;332.08;317.8;20;30;50;1.2;117.45;116.87;116.58;116;115.65;115.01;3.9
24;107.38;107.78;107.97;108.37;110.58;112.98;281;21.24;21.24;12.3;29.1;56.06;28.8;88.2;7447.42;824.08;1.74;5.2;15.08;15.08;336.68;328.03;125587;15.4;75.5;347.16;332.88;20;30;50;1.2;112.76;111.84;111.38;110.46;112.81;114.69;0
25;102.46;104.12;104.94;106.6;108.53;111.29;282;19.68;19.68;13.3;24.5;53.55;35.7;78.8;7060.85;784.98;1.55;4.7;15.13;15.13;356.36;347.71;132647.85;15.4;80.2;362.29;348.01;20;30;50;1.2;107.38;107.78;107.97;108.37;110.58;112.98;0
26;96.95;100.47;102.22;105.74;106.83;109.69;283;16.55;16.55;9;22.8;56.55;34.6;87.1;7393.15;805.98;1.43;4.4;15.18;15.18;372.91;364.26;140041;15.4;84.6;377.47;363.19;20;30;50;1.2;102.46;104.12;104.94;106.6;108.53;111.29;0
27;89.93;96.27;99.43;105.77;105.57;108.55;284;17.78;17.78;9.4;26.3;55.98;28.3;87.4;7655.75;843.4;0.97;4.6;15.22;15.22;390.69;382.04;147696.75;15.4;89.2;392.69;378.41;20;30;50;1.2;96.95;100.47;102.22;105.74;106.83;109.69;0
28;117.61;114.79;113.38;110.56;110.82;109.66;285;19.09;19.09;9.4;26.8;54.7;30.6;86.3;7335.95;804.1;1.16;4.6;15.27;15.27;409.78;401.13;155032.7;15.4;93.8;407.96;393.68;20;30;50;1.2;89.93;96.27;99.43;105.77;105.57;108.55;22.7
29;111.72;110.56;109.97;108.81;111.42;113.46;286;18.31;18.31;12.5;25.8;70.42;49.2;91.3;4293;502.78;1.1;3.1;15.32;15.32;428.08;419.43;159325.7;24.6;96.9;423.28;409;20;30;50;1.2;117.61;114.79;113.38;110.56;110.82;109.66;0
30;110.35;109.09;108.46;107.2;109.62;111.42;287;19.87;19.87;11.7;27.1;66.81;39.5;95.9;7200.9;815.98;0.78;4.4;15.36;15.36;447.95;439.3;166526.6;24.6;101.3;438.64;424.36;20;30;50;1.2;111.72;110.56;109.97;108.81;111.42;113.46;9.2
31;99.57;102.59;104.11;107.13;108.04;110.46;288;22.05;22.05;12.8;29.6;60.35;33.1;92.2;7487.3;842.45;0.95;5;15.41;15.41;470;461.35;174013.9;24.6;106.3;454.05;439.77;20;30;50;1.2;110.35;109.09;108.46;107.2;109.62;111.42;0
32;84.36;93.7;98.36;107.7;105.85;108.67;289;21.1;21.1;13.9;30.7;69.88;42.8;91.8;5806.5;652.28;1.13;4.2;15.45;15.45;491.1;482.45;179820.4;28.9;110.5;469.5;455.22;20;30;50;1.2;99.57;102.59;104.11;107.13;108.04;110.46;0
33;77.79;89.07;94.72;106;103.85;107.35;290;20.74;20.74;15.8;27.4;76.75;51.1;95.3;5101.18;582.95;1.46;3.6;15.49;15.49;511.84;503.19;184921.58;35.1;114.1;484.99;470.71;20;30;50;1.2;84.36;93.7;98.36;107.7;105.85;108.67;4.3
34;70.44;84.26;91.18;105;101.96;105.84;291;16.4;16.4;10.5;22.2;64.01;42.5;85.3;5954.2;679.45;1.49;3.8;15.53;15.53;528.24;519.59;190875.78;35.1;117.9;500.52;486.24;20;30;50;1.2;77.79;89.07;94.72;106;103.85;107.35;6.2
35;58.83;77.37;86.64;105.18;100.54;105.18;292;17.82;17.82;8.9;24.8;61.68;39.7;91.4;7326.68;824.78;0.9;4.3;15.57;15.57;546.06;537.41;198202.45;35.1;122.2;516.09;501.81;20;30;50;1.2;70.44;84.26;91.18;105;101.96;105.84;0
36;49.94;71.66;82.51;104.23;98.86;104.34;293;18.91;18.91;13.4;25.6;73.42;54.4;92.9;4978.32;576.28;1.36;3.4;15.61;15.61;564.97;556.32;203180.78;38.9;125.6;531.7;517.42;20;30;50;1.2;58.83;77.37;86.64;105.18;100.54;105.18;0
37;46.4;68.62;79.73;101.95;96.99;103.13;294;16.16;16.16;10.7;20.1;68.49;43.5;92.7;6326.85;714.15;1.67;3.8;15.65;15.65;581.13;572.48;209507.62;41.7;129.4;547.35;533.07;20;30;50;1.2;49.94;71.66;82.51;104.23;98.86;104.34;8.2
38;44.67;66.77;77.81;99.91;95.41;101.95;295;16.03;16.03;7.5;21.9;60.44;36.7;92.4;7108.35;793.9;1.34;4.2;15.69;15.69;597.16;588.51;216615.98;41.7;133.6;563.04;548.76;20;30;50;1.2;46.4;68.62;79.73;101.95;96.99;103.13;2.8
39;73.97;81.81;85.74;93.58;94.95;100.25;296;17.94;17.94;11.4;23.1;59.31;43.8;81.2;5330.92;618.1;1.43;3.7;15.73;15.73;615.1;606.45;221946.9;41.7;137.3;578.77;564.49;20;30;50;1.2;44.67;66.77;77.81;99.91;95.41;101.95;28.2
40;102.82;99.26;97.47;93.91;97.44;99.18;297;16.96;16.96;12.2;22;63.83;42.4;82.7;4552.5;534.42;2.1;3.5;15.76;15.76;632.06;623.41;226499.4;42.2;140.8;594.53;580.25;20;30;50;1.2;73.97;81.81;85.74;93.58;94.95;100.25;0
41;86.31;91.09;93.48;98.26;97.78;99.68;298;13.93;13.93;6.4;19.3;54.71;34;83.9;7431;820.58;1.81;4.2;15.8;15.8;645.99;637.35;233930.4;42.2;145;610.33;596.05;20;30;50;1.2;102.82;99.26;97.47;93.91;97.44;99.18;0.5
42;102.3;98.36;96.38;92.44;96.88;99.34;299;12.72;12.72;8.3;18.6;57.08;38.4;79.1;6267.98;695.3;1.66;3.8;15.83;15.83;658.72;650.07;240198.38;42.2;148.8;626.16;611.88;20;30;50;1.2;86.31;91.09;93.48;98.26;97.78;99.68;20.2
43;101.26;98.82;97.61;95.17;97.74;99.1;300;12.59;12.59;7;18.2;64.7;41.1;88.6;4920.85;564.32;0.95;2.9;15.86;15.86;671.31;662.66;245119.22;42.2;151.7;642.02;627.74;20;30;50;1.2;102.3;98.36;96.38;92.44;96.88;99.34;0
44;87.77;91.81;93.83;97.87;97.72;99.58;301;15.03;15.03;7.5;22.1;59.39;34.8;83.9;5991.32;669.18;1.02;3.6;15.89;15.89;686.34;677.69;251110.55;42.2;155.3;657.91;643.63;20;30;50;1.2;101.26;98.82;97.61;95.17;97.74;99.1;0
45;63.69;78.45;85.82;100.58;96.43;99.65;302;16.23;16.23;9.5;23;55.98;32.6;83.1;6822.15;766.8;1.57;4.4;15.92;15.92;702.57;693.92;257932.7;42.2;159.7;673.83;659.55;20;30;50;1.2;87.77;91.81;93.83;97.87;97.72;99.58;0
46;45.2;66.82;77.62;99.24;94.08;99.74;303;16.21;16.21;7.3;22.9;54.72;31.4;86.5;7976.92;860.02;1.09;4.6;15.95;15.95;718.78;710.14;265909.62;42.2;164.3;689.78;675.5;20;30;50;1.2;63.69;78.45;85.82;100.58;96.43;99.65;0
47;41.59;63.45;74.37;96.23;92.46;99.62;304;18.53;18.53;10.5;25.6;64.68;43.9;91.8;5056.48;588.32;0.87;3.5;15.98;15.98;737.32;728.67;270966.1;42.9;167.8;705.76;691.48;20;30;50;1.2;45.2;66.82;77.62;99.24;94.08;99.74;0
3;103.21;103.47;103.61;103.87;102.59;101.45;260;11.65;11.65;2.7;17.5;48.04;31.7;75.7;6794.42;708.28;1.83;3.5;13.93;13.93;34.5;34.5;20294.88;0;10;41.61;41.61;20;30;50;1.2;41.59;63.45;74.37;96.23;92.46;99.62;0.7
4;98.79;100.67;101.62;103.5;101.9;101.24;261;11.81;11.81;4.2;17.6;60.16;41.7;81.5;4797.7;539.52;1.66;2.8;13.99;13.99;46.31;46.31;25092.58;0;12.8;55.6;55.6;20;30;50;1.2;103.21;103.47;103.61;103.87;102.59;101.45;0
5;97.08;99.42;100.6;102.94;101.54;101.32;262;13.56;13.56;5.8;19.5;58.82;40.9;84.4;6101.1;664.78;2.14;3.5;14.05;14.05;59.87;59.87;31193.68;0;16.3;69.65;69.65;20;30;50;1.2;98.79;100.67;101.62;103.5;101.9;101.24;0
6;96.85;98.91;99.93;101.99;101.11;101.25;263;13.02;13.02;9.8;16;62.86;54;72.9;3737.72;428.72;2.15;2.7;14.11;14.11;72.89;72.89;34931.4;0;19;83.76;83.76;20;30;50;1.2;97.08;99.42;100.6;102.94;101.54;101.32;6.9
7;96.35;98.39;99.41;101.45;100.76;101.08;264;12.44;12.44;8.2;15.6;60.33;47.3;77.7;1930.2;244.12;0.98;1.7;14.16;14.16;85.33;85.33;36861.6;0;20.7;97.92;97.92;20;30;50;1.2;96.85;98.91;99.93;101.99;101.11;101.25;0
