"tage_seit_aussaat";"nFK_0010";"nFK_1020";"nFK_2030";"nFK_3040";"nFK_4050";"nFK_5060";"wetter_id";"Tmean_gradC";"Tmean_th9_25_gradC";"Tmin_gradC";"Tmax_gradC";"relLuftfeuchte_mean_prozent";"relLuftfeuchte_min_prozent";"relLuftfeuchte_max_prozent";"globalstrahlung_Wh_m2";"par_Wh_m2";"windgeschwindigkeit_m_s";"FAO56_mm";"tageslicht_h";"tageslicht_h_th9";"Tmean_gradC_sum";"Tmean_th9_25_gradC_sum";"globalstrahlung_Wh_m2_sum";"niederschlag_mm_sum";"FAO56_mm_sum";"tageslicht_h_sum";"tageslicht_h_th9_sum";"Ton_prozent";"Schluff_prozent";"Sand_prozent";"C_org_prozent";"nFK_0010_Vortag";"nFK_1020_Vortag";"nFK_2030_Vortag";"nFK_3040_Vortag";"nFK_4050_Vortag";"nFK_5060_Vortag";"wasser_input_Vortag"
13;88.5;91.12;92.42;95.04;90.64;87.56;124;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;172.07;0.81;1.1;13.83;0;78.84;9.67;45892.28;12.2;22.8;175.1;13.35;20;30;50;1.2;89.69;91.85;92.94;95.1;90.82;87.62;0
14;88.59;90.99;92.19;94.59;90.44;87.5;125;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;318.95;0.63;1.6;13.89;13.89;88.87;19.7;48591.12;12.6;24.4;188.99;27.24;20;30;50;1.2;88.5;91.12;92.42;95.04;90.64;87.56;2.2
15;89.49;91.55;92.57;94.63;90.51;87.41;126;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;731.88;0.82;3;13.95;13.95;99.51;30.34;55283.32;12.6;27.4;202.94;41.19;20;30;50;1.2;88.59;90.99;92.19;94.59;90.44;87.5;1.12
16;91.7;92.74;93.26;94.3;90.55;87.33;127;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;646.4;1.23;3.1;14.01;14.01;111.57;42.41;61338.57;13.4;30.5;216.95;55.2;20;30;50;1.2;89.49;91.55;92.57;94.63;90.51;87.41;5.01
17;93.01;93.21;93.3;93.5;90.35;87.29;128;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;739.1;1.98;3.4;14.06;14.06;121.62;52.46;68183.52;13.4;33.9;231.01;69.26;20;30;50;1.2;91.7;92.74;93.26;94.3;90.55;87.33;0.8
18;93.12;93.34;93.44;93.66;90.36;87.18;129;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;770.88;1.17;3.3;14.12;14.12;131.94;62.77;75276.12;13.4;37.2;245.13;83.38;20;30;50;1.2;93.01;93.21;93.3;93.5;90.35;87.29;0
19;93.84;93.78;93.74;93.68;90.35;86.99;130;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;758.8;1.23;3.4;14.18;14.18;143.24;74.07;82214.45;13.4;40.6;259.31;97.56;20;30;50;1.2;93.12;93.34;93.44;93.66;90.36;87.18;4.44
20;94.37;94.03;93.86;93.52;90.28;86.86;131;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;790.42;1.57;3.6;14.24;14.24;153.91;84.74;89459.18;13.4;44.2;273.55;111.8;20;30;50;1.2;93.84;93.78;93.74;93.68;90.35;86.99;0
21;93.7;93.7;93.7;93.7;90.48;87.26;132;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;790.28;1.75;3.7;14.29;14.29;163.67;94.51;96847.75;13.4;47.9;287.84;126.09;20;30;50;1.2;94.37;94.03;93.86;93.52;90.28;86.86;0
22;95.46;94.48;93.99;93.01;90.15;86.81;133;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;784.22;1.52;3.7;14.35;14.35;174.49;105.32;104061.55;13.4;51.6;302.19;140.44;20;30;50;1.2;93.7;93.7;93.7;93.7;90.48;87.26;5.43
23;128.3;111.74;103.46;86.9;90.6;86.02;134;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;679.02;1.09;3.3;14.41;14.41;186.32;117.16;110119.88;20.1;54.9;316.6;154.85;20;30;50;1.2;95.46;94.48;93.99;93.01;90.15;86.81;13.18
24;131.22;117.58;110.77;97.13;93.4;82.86;135;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;578.22;2.2;2.8;14.46;14.46;197.74;128.58;115201.5;24;57.7;331.06;169.31;20;30;50;1.2;128.3;111.74;103.46;86.9;90.6;86.02;6.7
25;115.39;112.21;110.62;107.44;95.11;81.19;136;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;418.48;0.89;1.8;14.52;0;205.36;128.58;118583.68;24;59.5;345.58;169.31;20;30;50;1.2;131.22;117.58;110.77;97.13;93.4;82.86;3.9
26;109.65;109.11;108.85;108.31;95.27;81.97;137;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;469.82;1.44;2.4;14.57;14.57;215.38;138.59;122617.35;24;61.9;360.15;183.88;20;30;50;1.2;115.39;112.21;110.62;107.44;95.11;81.19;0
27;105.47;106.33;106.75;107.61;95.18;83.18;138;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;626.05;2.7;3.1;14.63;14.63;224.65;147.86;128224.6;24;65;374.78;198.51;20;30;50;1.2;109.65;109.11;108.85;108.31;95.27;81.97;0
28;102.53;104.47;105.45;107.39;95.33;84.23;139;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;543.75;1.1;2.4;14.68;0;232.99;147.86;132956.92;24;67.4;389.46;198.51;20;30;50;1.2;105.47;106.33;106.75;107.61;95.18;83.18;0
29;100.24;103;104.38;107.14;95.49;85.23;140;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;290.32;2.94;2;14.73;14.73;242.78;157.65;135150.22;24.1;69.4;404.19;213.24;20;30;50;1.2;102.53;104.47;105.45;107.39;95.33;84.23;0
30;104.78;104.52;104.38;104.12;95.18;86.1;141;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;486.65;2.23;2.2;14.79;0;250.09;157.65;139300.1;25.7;71.6;418.98;213.24;20;30;50;1.2;100.24;103;104.38;107.14;95.49;85.23;5.66
31;104.66;104.3;104.13;103.77;95.28;86.62;142;6.86;0;2;11.9;81.79;57;93.5;2475.72;318.6;1.11;1.4;14.84;0;256.94;157.65;141775.83;29.4;73;433.82;213.24;20;30;50;1.2;104.78;104.52;104.38;104.12;95.18;86.1;1.6
32;109.93;106.71;105.11;101.89;95.25;86.99;143;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;651.28;1.96;2.8;14.89;0;265.29;157.65;147630.98;29.4;75.8;448.71;213.24;20;30;50;1.2;104.66;104.3;104.13;103.77;95.28;86.62;3.7
33;103.47;103.65;103.74;103.92;95.53;87.23;144;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;624.02;1.12;2.8;14.94;14.94;275.58;167.94;152864.88;29.4;78.6;463.65;228.18;20;30;50;1.2;109.93;106.71;105.11;101.89;95.25;86.99;0
34;99.48;101.72;102.84;105.08;95.75;87.53;145;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;782.18;1.38;4.5;14.99;14.99;293.87;186.24;159566.05;29.4;83.1;478.64;243.17;20;30;50;1.2;103.47;103.65;103.74;103.92;95.53;87.23;0
35;94.07;98.31;100.42;104.66;95.34;88.14;146;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;212.52;1.21;1.6;15.04;15.04;310.21;202.57;161081.62;36.6;84.7;493.68;258.21;20;30;50;1.2;99.48;101.72;102.84;105.08;95.75;87.53;0
36;103.76;102.46;101.82;100.52;94.88;88.6;147;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;222.85;0.67;1.2;15.09;15.09;323.76;216.12;162628.65;40.6;85.9;508.77;273.3;20;30;50;1.2;94.07;98.31;100.42;104.66;95.34;88.14;7.2
37;113.62;107.28;104.11;97.77;94.77;88.61;148;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;549.3;1.27;2.7;15.14;15.14;337.92;230.28;167158.17;40.6;88.6;523.91;288.44;20;30;50;1.2;103.76;102.46;101.82;100.52;94.88;88.6;4
38;102.75;101.77;101.29;100.31;94.73;88.65;149;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;687.45;1.12;3.1;15.19;15.19;350.79;243.16;172908.83;40.6;91.7;539.1;303.63;20;30;50;1.2;113.62;107.28;104.11;97.77;94.77;88.61;0
39;93.1;96.26;97.85;101.01;94.2;88.98;150;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;645.95;1.02;3;15.24;15.24;363.84;256.21;178337.22;40.9;94.7;554.34;318.87;20;30;50;1.2;102.75;101.77;101.29;100.31;94.73;88.65;0
40;81.53;89.29;93.16;100.92;93.34;89.64;151;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;397.35;1.54;2.1;15.28;15.28;375.74;268.1;181526.42;42.9;96.8;569.62;334.15;20;30;50;1.2;93.1;96.26;97.85;101.01;94.2;88.98;0.3
41;130.2;112.86;104.19;86.85;92.62;89.72;152;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;584.45;1.35;2.6;15.33;15.33;387.43;279.79;186328.6;49.5;99.4;584.95;349.48;20;30;50;1.2;81.53;89.29;93.16;100.92;93.34;89.64;15.81
42;133.08;117.52;109.75;94.19;94.58;87.18;153;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;464.98;1.57;2.2;15.37;15.37;399.36;291.72;190126.45;54.2;101.6;600.32;364.85;20;30;50;1.2;130.2;112.86;104.19;86.85;92.62;89.72;6.6
43;122.29;115.81;112.56;106.08;97.09;84.87;154;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;544.52;1.55;2.5;15.42;15.42;411.03;303.39;194616.42;55;104.1;615.74;380.27;20;30;50;1.2;133.08;117.52;109.75;94.19;94.58;87.18;4.7
44;110.93;109.53;108.83;107.43;97.14;86.16;155;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;686.92;1.43;3;15.46;15.46;422.78;315.14;200448.85;56.5;107.1;631.2;395.73;20;30;50;1.2;122.29;115.81;112.56;106.08;97.09;84.87;0.8
45;101.15;103.15;104.15;106.15;96.62;88.1;156;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;528.7;1.01;2.6;15.5;15.5;435.96;328.32;204784.2;56.5;109.7;646.7;411.23;20;30;50;1.2;110.93;109.53;108.83;107.43;97.14;86.16;1.5
46;82.54;92.34;97.25;107.05;96.05;89.95;157;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;618.18;2.06;3.3;15.54;15.54;449.83;342.2;210047.7;59.2;113;662.24;426.77;20;30;50;1.2;101.15;103.15;104.15;106.15;96.62;88.1;0
47;67.16;81.98;89.4;104.22;94.45;92.09;158;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;564.5;2.47;2.9;15.59;15.59;462.06;354.42;214762.83;60.4;115.9;677.83;442.36;20;30;50;1.2;82.54;92.34;97.25;107.05;96.05;89.95;2.7
48;54.84;72.64;81.55;99.35;92.36;94.28;159;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;584.38;1.86;3;15.62;15.62;474.26;366.62;219660.88;60.4;118.9;693.45;457.98;20;30;50;1.2;67.16;81.98;89.4;104.22;94.45;92.09;1.2
49;49.5;67.18;76.02;93.7;90.41;95.95;160;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;590.9;1.3;2.8;15.66;15.66;486.12;378.48;224559.33;61.9;121.7;709.11;473.64;20;30;50;1.2;54.84;72.64;81.55;99.35;92.36;94.28;0
50;47.29;65.21;74.17;92.09;89.56;95.98;161;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;322.22;2.26;1.9;15.7;15.7;496.43;388.8;227062.25;64.1;123.6;724.81;489.34;20;30;50;1.2;49.5;67.18;76.02;93.7;90.41;95.95;1.5
51;107.06;94.42;88.09;75.45;88.85;95.93;162;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;365.7;1.31;1.7;15.74;15.74;507.11;399.47;229938.65;69.4;125.3;740.55;505.08;20;30;50;1.2;47.29;65.21;74.17;92.09;89.56;95.98;25.51
11;91.98;94.32;95.5;97.84;96.69;96.71;122;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;392.4;1.33;1.7;13.71;0;62.16;9.67;39871.82;10;19.3;147.5;13.35;20;30;50;1.2;107.06;94.42;88.09;75.45;88.85;95.93;5.3
12;90.94;93.54;94.85;97.45;96.42;96.68;123;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;535.2;1.32;2.4;13.77;0;70.23;9.67;44688.12;10;21.7;161.27;13.35;20;30;50;1.2;91.98;94.32;95.5;97.84;96.69;96.71;0
13;89.89;92.91;94.42;97.44;96.29;96.65;124;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;172.07;0.81;1.1;13.83;0;78.84;9.67;45892.28;12.2;22.8;175.1;13.35;20;30;50;1.2;90.94;93.54;94.85;97.45;96.42;96.68;0
14;89.48;92.56;94.11;97.19;96.08;96.5;125;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;318.95;0.63;1.6;13.89;13.89;88.87;19.7;48591.12;12.6;24.4;188.99;27.24;20;30;50;1.2;89.89;92.91;94.42;97.44;96.29;96.65;2.2
15;90.13;92.91;94.29;97.07;95.99;96.29;126;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;731.88;0.82;3;13.95;13.95;99.51;30.34;55283.32;12.6;27.4;202.94;41.19;20;30;50;1.2;89.48;92.56;94.11;97.19;96.08;96.5;1.07
16;91.32;93.58;94.71;96.97;96.05;96.25;127;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;646.4;1.23;3.1;14.01;14.01;111.57;42.41;61338.57;13.4;30.5;216.95;55.2;20;30;50;1.2;90.13;92.91;94.29;97.07;95.99;96.29;4.72
17;92.68;94.18;94.93;96.43;95.86;96.04;128;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;739.1;1.98;3.4;14.06;14.06;121.62;52.46;68183.52;13.4;33.9;231.01;69.26;20;30;50;1.2;91.32;93.58;94.71;96.97;96.05;96.25;0.8
18;93.04;94.42;95.11;96.49;95.89;95.99;129;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;770.88;1.17;3.3;14.12;14.12;131.94;62.77;75276.12;13.4;37.2;245.13;83.38;20;30;50;1.2;92.68;94.18;94.93;96.43;95.86;96.04;0
19;93.04;94.48;95.19;96.63;95.91;95.91;130;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;758.8;1.23;3.4;14.18;14.18;143.24;74.07;82214.45;13.4;40.6;259.31;97.56;20;30;50;1.2;93.04;94.42;95.11;96.49;95.89;95.99;4.36
20;93.87;94.85;95.33;96.31;95.82;95.82;131;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;790.42;1.57;3.6;14.24;14.24;153.91;84.74;89459.18;13.4;44.2;273.55;111.8;20;30;50;1.2;93.04;94.48;95.19;96.63;95.91;95.91;0
21;93.25;94.53;95.18;96.46;95.76;95.7;132;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;790.28;1.75;3.7;14.29;14.29;163.67;94.51;96847.75;13.4;47.9;287.84;126.09;20;30;50;1.2;93.87;94.85;95.33;96.31;95.82;95.82;0
22;93.54;94.6;95.12;96.18;95.6;95.54;133;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;784.22;1.52;3.7;14.35;14.35;174.49;105.32;104061.55;13.4;51.6;302.19;140.44;20;30;50;1.2;93.25;94.53;95.18;96.46;95.76;95.7;5.28
23;128.38;112.44;104.46;88.52;95.76;95.04;134;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;679.02;1.09;3.3;14.41;14.41;186.32;117.16;110119.88;20.1;54.9;316.6;154.85;20;30;50;1.2;93.54;94.6;95.12;96.18;95.6;95.54;12.93
24;130.81;119.95;114.52;103.66;99.98;90.88;135;11.42;11.42;5.6;17.2;70.19;35.9;95.8;5081.62;578.22;2.2;2.8;14.46;14.46;197.74;128.58;115201.5;24;57.7;331.06;169.31;20;30;50;1.2;128.38;112.44;104.46;88.52;95.76;95.04;6.7
25;114.75;115.71;116.2;117.16;103.09;89.51;136;7.62;0;0.8;12;68.89;51.8;91.4;3382.18;418.48;0.89;1.8;14.52;0;205.36;128.58;118583.68;24;59.5;345.58;169.31;20;30;50;1.2;130.81;119.95;114.52;103.66;99.98;90.88;3.9
26;110.08;111.4;112.05;113.37;102.86;93.02;137;10.02;10.02;2.8;14.8;61.07;37.9;89.8;4033.68;469.82;1.44;2.4;14.57;14.57;215.38;138.59;122617.35;24;61.9;360.15;183.88;20;30;50;1.2;114.75;115.71;116.2;117.16;103.09;89.51;0
27;106.52;108.34;109.24;111.06;102.79;95.43;138;9.27;9.27;3.3;13.4;55.6;37.7;76;5607.25;626.05;2.7;3.1;14.63;14.63;224.65;147.86;128224.6;24;65;374.78;198.51;20;30;50;1.2;110.08;111.4;112.05;113.37;102.86;93.02;0
28;104.22;106.6;107.8;110.18;102.92;96.84;139;8.34;0;-0.2;14.7;60.97;37.2;90.8;4732.32;543.75;1.1;2.4;14.68;0;232.99;147.86;132956.92;24;67.4;389.46;198.51;20;30;50;1.2;106.52;108.34;109.24;111.06;102.79;95.43;0
29;101.96;104.96;106.46;109.46;102.87;97.79;140;9.79;9.79;4.8;14;67.73;47.4;83;2193.3;290.32;2.94;2;14.73;14.73;242.78;157.65;135150.22;24.1;69.4;404.19;213.24;20;30;50;1.2;104.22;106.6;107.8;110.18;102.92;96.84;0
30;103.08;104.76;105.6;107.28;102.44;98.44;141;7.31;0;3.4;12.2;72.19;45.5;89.8;4149.88;486.65;2.23;2.2;14.79;0;250.09;157.65;139300.1;25.7;71.6;418.98;213.24;20;30;50;1.2;101.96;104.96;106.46;109.46;102.87;97.79;5.41
31;103.77;104.73;105.2;106.16;102.28;98.88;142;6.86;0;2;11.9;81.79;57;93.5;2475.72;318.6;1.11;1.4;14.84;0;256.94;157.65;141775.83;29.4;73;433.82;213.24;20;30;50;1.2;103.08;104.76;105.6;107.28;102.44;98.44;1.6
32;107.28;106.12;105.54;104.38;102;99.04;143;8.35;0;3.8;13.3;65.74;39.4;89.8;5855.15;651.28;1.96;2.8;14.89;0;265.29;157.65;147630.98;29.4;75.8;448.71;213.24;20;30;50;1.2;103.77;104.73;105.2;106.16;102.28;98.88;3.7
33;103.35;103.97;104.29;104.91;101.83;99.05;144;10.29;10.29;0.4;18.3;62.8;42.1;89.4;5233.9;624.02;1.12;2.8;14.94;14.94;275.58;167.94;152864.88;29.4;78.6;463.65;228.18;20;30;50;1.2;107.28;106.12;105.54;104.38;102;99.04;0
34;98.64;101.38;102.76;105.5;101.6;99.08;145;18.3;18.3;6.5;28.6;57.11;31.3;89.3;6701.18;782.18;1.38;4.5;14.99;14.99;293.87;186.24;159566.05;29.4;83.1;478.64;243.17;20;30;50;1.2;103.35;103.97;104.29;104.91;101.83;99.05;0
35;91.58;97.26;100.09;105.77;101.15;99.37;146;16.34;16.34;13;20.2;75.5;54.4;95.6;1515.58;212.52;1.21;1.6;15.04;15.04;310.21;202.57;161081.62;36.6;84.7;493.68;258.21;20;30;50;1.2;98.64;101.38;102.76;105.5;101.6;99.08;0
36;95.58;98.54;100.03;102.99;100.62;99.74;147;13.55;13.55;12.3;15.1;91.07;85;96.8;1547.03;222.85;0.67;1.2;15.09;15.09;323.76;216.12;162628.65;40.6;85.9;508.77;273.3;20;30;50;1.2;91.58;97.26;100.09;105.77;101.15;99.37;7.2
37;107.87;104.33;102.55;99.01;100.2;99.62;148;14.16;14.16;8.9;19;72.26;46.9;89.2;4529.52;549.3;1.27;2.7;15.14;15.14;337.92;230.28;167158.17;40.6;88.6;523.91;288.44;20;30;50;1.2;95.58;98.54;100.03;102.99;100.62;99.74;4
38;99.35;99.57;99.69;99.91;99.71;99.63;149;12.87;12.87;5.7;19.9;72;42.4;95.6;5750.65;687.45;1.12;3.1;15.19;15.19;350.79;243.16;172908.83;40.6;91.7;539.1;303.63;20;30;50;1.2;107.87;104.33;102.55;99.01;100.2;99.62;0
39;88.57;93.37;95.78;100.58;98.95;99.73;150;13.05;13.05;7.1;19.3;68.93;45;88.4;5428.4;645.95;1.02;3;15.24;15.24;363.84;256.21;178337.22;40.9;94.7;554.34;318.87;20;30;50;1.2;99.35;99.57;99.69;99.91;99.71;99.63;0
40;78.38;87.24;91.68;100.54;98.05;99.99;151;11.9;11.9;9.2;14.9;75.43;56.3;90.8;3189.2;397.35;1.54;2.1;15.28;15.28;375.74;268.1;181526.42;42.9;96.8;569.62;334.15;20;30;50;1.2;88.57;93.37;95.78;100.58;98.95;99.73;0.3
41;128.55;111.83;103.47;86.75;97.52;99.94;152;11.68;11.68;6.9;18.6;80.23;47.3;95.7;4802.18;584.45;1.35;2.6;15.33;15.33;387.43;279.79;186328.6;49.5;99.4;584.95;349.48;20;30;50;1.2;78.38;87.24;91.68;100.54;98.05;99.99;15.33
42;134.29;119.77;112.52;98;100.69;96.11;153;11.93;11.93;8.8;16.4;80.68;62.9;95.5;3797.85;464.98;1.57;2.2;15.37;15.37;399.36;291.72;190126.45;54.2;101.6;600.32;364.85;20;30;50;1.2;128.55;111.83;103.47;86.75;97.52;99.94;6.6
43;120.64;120.22;120;119.58;105.56;91.32;154;11.67;11.67;8.1;16.5;77.5;57.3;92.7;4489.98;544.52;1.55;2.5;15.42;15.42;411.03;303.39;194616.42;55;104.1;615.74;380.27;20;30;50;1.2;134.29;119.77;112.52;98;100.69;96.11;4.7
44;111.41;112.23;112.63;113.45;103.98;94.92;155;11.75;11.75;5.6;17.6;73.71;47.3;95.5;5832.42;686.92;1.43;3;15.46;15.46;422.78;315.14;200448.85;56.5;107.1;631.2;395.73;20;30;50;1.2;120.64;120.22;120;119.58;105.56;91.32;0.8
45;104.25;106.21;107.2;109.16;102.98;97.78;156;13.18;13.18;8.1;17.7;68.84;48.9;93.1;4335.35;528.7;1.01;2.6;15.5;15.5;435.96;328.32;204784.2;56.5;109.7;646.7;411.23;20;30;50;1.2;111.41;112.23;112.63;113.45;103.98;94.92;1.5
46;92.24;98.06;100.96;106.78;101.85;99.83;157;13.87;13.87;8.6;18.1;62.95;41.3;89.2;5263.5;618.18;2.06;3.3;15.54;15.54;449.83;342.2;210047.7;59.2;113;662.24;426.77;20;30;50;1.2;104.25;106.21;107.2;109.16;102.98;97.78;0
47;79.26;89.34;94.38;104.46;100.19;100.97;158;12.23;12.23;8.5;16.9;69.96;49.5;92.3;4715.12;564.5;2.47;2.9;15.59;15.59;462.06;354.42;214762.83;60.4;115.9;677.83;442.36;20;30;50;1.2;92.24;98.06;100.96;106.78;101.85;99.83;2.7
48;67.26;81.06;87.96;101.76;98.35;101.83;159;12.2;12.2;7.5;17.6;67.03;43.8;87.9;4898.05;584.38;1.86;3;15.62;15.62;474.26;366.62;219660.88;60.4;118.9;693.45;457.98;20;30;50;1.2;79.26;89.34;94.38;104.46;100.19;100.97;1.2
49;58.63;74.67;82.69;98.73;96.56;102.4;160;11.86;11.86;5;20.2;73.58;35.9;92.2;4898.45;590.9;1.3;2.8;15.66;15.66;486.12;378.48;224559.33;61.9;121.7;709.11;473.64;20;30;50;1.2;67.26;81.06;87.96;101.76;98.35;101.83;0
50;54.65;71.57;80.03;96.95;95.35;102.21;161;10.32;10.32;8.3;14.7;77.5;55;88.4;2502.93;322.22;2.26;1.9;15.7;15.7;496.43;388.8;227062.25;64.1;123.6;724.81;489.34;20;30;50;1.2;58.63;74.67;82.69;98.73;96.56;102.4;1.5
51;137.89;116.59;105.95;84.65;97.27;99.23;162;10.68;10.68;6.9;14.6;84.31;61.8;93.2;2876.4;365.7;1.31;1.7;15.74;15.74;507.11;399.47;229938.65;69.4;125.3;740.55;505.08;20;30;50;1.2;54.65;71.57;80.03;96.95;95.35;102.21;24.73
11;91.08;92.96;93.9;95.78;95.37;95.91;122;5.88;0;1.4;9.5;62.2;43.6;77;3255.98;392.4;1.33;1.7;13.71;0;62.16;9.67;39871.82;10;19.3;147.5;13.35;20;30;50;1.2;137.89;116.59;105.95;84.65;97.27;99.23;5.3
12;90.26;92.36;93.42;95.52;95.14;95.82;123;8.08;0;2.6;13.2;58.52;36;86.4;4816.3;535.2;1.32;2.4;13.77;0;70.23;9.67;44688.12;10;21.7;161.27;13.35;20;30;50;1.2;91.08;92.96;93.9;95.78;95.37;95.91;0
13;89.49;91.87;93.07;95.45;95.05;95.83;124;8.6;0;7.5;12;73.06;56.7;89.8;1204.15;172.07;0.81;1.1;13.83;0;78.84;9.67;45892.28;12.2;22.8;175.1;13.35;20;30;50;1.2;90.26;92.36;93.42;95.52;95.14;95.82;0
14;89.14;91.56;92.76;95.18;94.87;95.77;125;10.03;10.03;5.8;14.7;75.82;52.7;94.7;2698.85;318.95;0.63;1.6;13.89;13.89;88.87;19.7;48591.12;12.6;24.4;188.99;27.24;20;30;50;1.2;89.49;91.87;93.07;95.45;95.05;95.83;2.2
15;89.63;91.91;93.04;95.32;94.91;95.63;126;10.64;10.64;1.5;18.5;67.4;36.7;94.9;6692.2;731.88;0.82;3;13.95;13.95;99.51;30.34;55283.32;12.6;27.4;202.94;41.19;20;30;50;1.2;89.14;91.56;92.76;95.18;94.87;95.77;1.14
16;90.95;92.67;93.53;95.25;94.98;95.58;127;12.06;12.06;3.9;20;63.79;37;87.5;6055.25;646.4;1.23;3.1;14.01;14.01;111.57;42.41;61338.57;13.4;30.5;216.95;55.2;20;30;50;1.2;89.63;91.91;93.04;95.32;94.91;95.63;5.01
17;92.16;93.18;93.69;94.71;94.91;95.61;128;10.05;10.05;4;15.5;53.62;28.1;77.6;6844.95;739.1;1.98;3.4;14.06;14.06;121.62;52.46;68183.52;13.4;33.9;231.01;69.26;20;30;50;1.2;90.95;92.67;93.53;95.25;94.98;95.58;0.8
18;91.48;94.52;96.05;99.09;95.98;94.4;129;10.31;10.31;1.5;17.6;53.17;29.6;84.4;7092.6;770.88;1.17;3.3;14.12;14.12;131.94;62.77;75276.12;13.4;37.2;245.13;83.38;20;30;50;1.2;92.16;93.18;93.69;94.71;94.91;95.61;0
19;92.54;93.92;94.6;95.98;95.2;95.12;130;11.3;11.3;3.2;18.4;54.17;32.9;81.2;6938.32;758.8;1.23;3.4;14.18;14.18;143.24;74.07;82214.45;13.4;40.6;259.31;97.56;20;30;50;1.2;91.48;94.52;96.05;99.09;95.98;94.4;4.65
20;93;94.08;94.61;95.69;95.13;95.11;131;10.67;10.67;4.8;16.6;48.3;27.2;67.8;7244.73;790.42;1.57;3.6;14.24;14.24;153.91;84.74;89459.18;13.4;44.2;273.55;111.8;20;30;50;1.2;92.54;93.92;94.6;95.98;95.2;95.12;0
21;92.47;93.83;94.5;95.86;95.1;95.02;132;9.76;9.76;1.9;16.1;43.16;27.7;73.9;7388.58;790.28;1.75;3.7;14.29;14.29;163.67;94.51;96847.75;13.4;47.9;287.84;126.09;20;30;50;1.2;93;94.08;94.61;95.69;95.13;95.11;0
22;93.13;94.07;94.55;95.49;94.96;94.9;133;10.82;10.82;2.7;17.6;40.61;25.4;59.7;7213.8;784.22;1.52;3.7;14.35;14.35;174.49;105.32;104061.55;13.4;51.6;302.19;140.44;20;30;50;1.2;92.47;93.83;94.5;95.86;95.1;95.02;5.66
23;126.11;111.67;104.44;90;95.64;94.06;134;11.83;11.83;1.9;21.9;58.81;29.1;93.9;6058.32;679.02;1.09;3.3;14.41;14.41;186.32;117.16;110119.88;20.1;54.9;316.6;154.85;20;30;50;1.2;93.13;94.07;94.55;95.49;94.96;94.9;13.37
