"tensio_id";"parzelle_id";"bodensaugspannung_0020_hPa";"bodensaugspannung_2040_hPa";"bodensaugspannung_4060_hPa";"messgenauigkeit_id";"zeit_messung"
2066;45;94.0713224368499;73.3742103307321;76.3052357965094;10;1618578000
2067;46;80.5341246290801;66.598588934274;70.6307977736549;10;1618578000
2068;47;102.347504621072;93.1219873934;100.930663700408;10;1618578000
2069;48;94.9535143175902;73.8378579397546;74.2379182156134;10;1618578000
2070;33;99.4030404152763;87.3422420193022;113.401259725824;10;1618581600
2071;34;92.8200371057514;77.5964391691395;75.4545454545454;10;1618581600
2072;35;98.9844329132691;86.1275964391691;80.8524833209785;10;1618581600
2073;36;75.6729699666296;59.5025983667409;74.9758991472006;10;1618581600
2074;37;90.5489614243323;76.0659992584353;73.652561247216;10;1618581600
2075;38;92.2222222222222;81.4814814814815;105.009269558769;10;1618581600
2076;39;79.0435429847414;71.4259190493873;75.7715133531157;10;1618581600
2077;40;96.9430051813471;84.4942571322712;85.9836976658022;10;1618581600
2078;41;76.5725956182696;59.5432603044931;57.2727272727273;10;1618581600
2079;42;91.7520415738679;76.1127596439169;63.9517625231911;10;1618581600
2080;43;104.051243965837;90.8972932888395;86.2152133580705;10;1618581600
2081;44;102.047477744807;86.767976278725;97.2834937083642;10;1618581600
2082;45;93.6998514115899;73.3742103307321;75.9339027107315;10;1618581600
2083;46;80.5341246290801;66.598588934274;70.6307977736549;10;1618581600
2084;47;102.347504621072;92.75120504264;100.930663700408;10;1618581600
2085;48;94.5816288583116;74.2097433990331;74.2379182156134;10;1618581600
2086;33;98.661475713756;86.9710467706014;113.401259725824;10;1618585200
2087;34;92.0779220779221;77.2255192878338;75.4545454545454;10;1618585200
2088;35;98.24314306894;85.7566765578635;80.1111934766494;10;1618585200
2089;36;74.9314052651094;60.2449888641425;74.2343344456804;10;1618585200
2090;37;89.8071216617211;75.3244345569151;73.652561247216;10;1618585200
2091;38;93.3333333333333;80.7407407407408;105.009269558769;10;1618585200
2092;39;77.9270561965017;70.6832528778314;76.1424332344213;10;1618585200
2093;40;96.5729089563286;83.3827343460541;86.3542052612079;10;1618585200
2094;41;76.2012625324916;59.1719272187152;56.530612244898;10;1618585200
2095;42;91.0096510764662;75.7418397626113;63.5807050092765;10;1618585200
2096;43;103.679910880059;90.5265109380794;87.6994434137291;10;1618585200
2097;44;101.676557863502;86.767976278725;98.0236861584012;10;1618585200
2098;45;93.3283803863299;71.8877740616871;75.9339027107315;10;1618585200
2099;46;79.4213649851632;65.8559227627182;70.6307977736549;10;1618585200
2100;47;100.499075785582;92.3804226918799;100.930663700408;10;1618585200
2101;48;93.8378579397546;73.8378579397546;74.2379182156134;10;1618585200
2102;33;97.9199110122358;86.5998515219005;113.401259725824;10;1618588800
2103;34;92.0779220779221;76.1127596439169;75.8256029684601;10;1618588800
2104;35;97.8724981467754;84.6439169139466;80.1111934766494;10;1618588800
2105;36;74.5606229143493;58.3890126206385;74.2343344456804;10;1618588800
2106;37;89.0652818991098;74.5828698553949;73.652561247216;10;1618588800
2107;38;94.4444444444444;81.1111111111111;105.009269558769;10;1618588800
2108;39;77.9270561965017;69.5692536204976;76.1424332344213;10;1618588800
